,Scn7a_Scn9a,Scn10a_Scn7a_Scn9a,Scn9a,Scn10a_Scn9a,Scn11a_Scn7a_Scn9a,Scn11a_Scn9a,Scn10a_Scn11a_Scn9a,Scn10a_Scn11a_Scn7a,Scn11a_Scn7a,Scn10a_Scn11a,Scn10a_Scn7a,Scn11a,Scn7a,Scn10a
Ltf,0.4693860996080838,0.29503189778340605,0.49564579079413906,0.32051249277566696,0.5772203644877496,0.6032050819938741,0.44644897424926605,0.07583457193688892,0.06910925356800247,0.040294634691708894,0.19645496530966894,0.10626464149962023,0.03527642408243896,0.16329810704634817
Gabrg3,0.5541128968006087,0.5716700808349969,0.41031225057711385,0.4289628186459363,0.7819146600964496,0.6384924800722298,0.6666680600967708,0.37738466821556127,0.35490728248375286,0.24418142833887946,0.13953224350519142,0.22601448634629873,0.1286825381177656,0.010281987215472818
Kcnq3,1.0624015001803209,1.0807589711083794,0.9192786283781097,0.9451935730374752,1.4703346045386982,1.3225674699847285,1.342436412606022,0.5385520144979562,0.5345397504721952,0.4036460482547798,0.13375172425112933,0.40265672761548804,0.12311644092989271,0.012531495045028554
Alb,0.09148035901882144,0.09354325240053539,0.09265761397967662,0.09523893877919047,0.07964299687592279,0.08102546012043159,0.08315316241244111,0.01157815187007573,0.013317034766394375,0.007873575186091412,0.0004320205883806826,0.010508900887559168,0.0027217296814299407,0.003164550812606539
Usp53,0.008554119849802063,0.011826754486246439,0.0063283511027896365,0.008591844494406345,0.02335170960044317,0.02053177354738433,0.024096776750744113,0.020135662959398108,0.016730990721886503,0.017362882514307523,0.005073998481311572,0.013382906163314862,0.002650173807387332,0.002518136681009132
Kcnh1,0.2620519699507231,0.3974930765975155,0.24007050459040769,0.3707122547763462,0.23515512600833355,0.21402915533200395,0.34725181996414395,0.15581311111758733,0.004625384581439993,0.11438764310647759,0.1768085854910122,0.027592811250491945,0.03234869164830959,0.14097997945785215
Rimbp2,0.009751379794346399,0.03284824551968897,0.03399268609899584,0.014546674953245183,0.041672723288946945,0.08387510759820495,0.07379269045957347,0.004104848470403627,0.02112010703282147,0.041625432919828495,0.0563423554234462,0.056503144582631316,0.03718954805723096,0.02169705683543234
Ifng,0.004385347694304414,0.004385347694304414,0.004385347694304414,0.004385347694304414,0.05283791359675849,0.05283791359675849,0.05283791359675849,0.05636093098345217,0.05636093098345217,0.05636093098345217,0.0,0.05636093098345217,0.0,0.0
Dlgap2,1.1664064559424743,1.051214160239685,1.3772542348256147,1.2497135905851466,1.1123866887038665,1.3263660115225282,1.2019569709211924,0.37739085161275054,0.27045455030546384,0.18597309041844667,0.3298122084122298,0.06188427013298667,0.21465551098730773,0.13526285850469652
Epb41,0.07266708837065154,0.08489040458456774,0.07618000744674137,0.08885527909891051,0.04315651671037942,0.045426559623751715,0.057362266734858953,0.018494181763700344,0.035257583804361156,0.017590273299820124,0.005341280028184982,0.032658846496796914,0.006424943578164401,0.013753796309530632
Kcnq5,1.4232076689573996,0.8515896353915442,1.5944078936547954,1.0838818942163895,0.8714634606568735,1.0849067733077196,0.707125530008047,1.0869119747803038,0.7286035463552759,0.8369293563828083,0.6899698509563095,0.5137343442224152,0.1714675836477472,0.4550931534278912
Slc39a8,0.0557938015218176,0.0618309276253601,0.060387380397645504,0.06578055310587987,0.06358035379623225,0.06729385726974593,0.07164058950481146,0.007668494872198954,0.003251999938922166,0.010432158084414752,0.0009444752074413544,0.006600593607398023,0.00415891069412365,0.004545286908801863
Ccl3,0.05573005331832246,0.034788558897646815,0.05573005331832246,0.034788558897646815,2.221599546499871,2.221599546499871,2.244231545333111,2.387551932477741,2.364642844050136,2.387551932477741,0.0213756569967265,2.364642844050136,9.237535451518763e-06,0.0213756569967265
Slc34a1,0.1580278137037243,0.15879572862441996,0.10707541840214349,0.10682875494270147,0.1342363784527075,0.08360511538837677,0.08444284166499635,0.03739983732005149,0.033471831667580415,0.02229748972456297,0.061358819825285724,0.024089293371654125,0.05729119146096679,0.0019174630883074676
Asic2,0.872561910283252,0.6029477616185126,1.4489482319989595,1.1901059456827288,0.48466696168094736,1.0707024255292403,0.7794040061043792,1.222492026512786,0.9262461943474197,0.6422460155669407,0.817790005726774,0.3618949571086528,0.5530178823305093,0.24554400914458913
Nefl,0.004746515490571967,0.0032050728155990464,0.0031956738768194044,0.010677310513316345,0.002518942873267758,0.010150963634067102,0.02024553237393849,0.00991598764154033,0.0012594713577890133,0.016542311230016177,0.0001973798431838692,0.006353751367761311,0.008242958404444832,0.007030482213623226
Gabrb3,0.15140661084257515,0.18422062886996032,0.11764327774463859,0.15369929516199554,0.2250948699032219,0.18961201605305744,0.224002265819038,0.1486482315943523,0.11020997140680619,0.11474160197012065,0.07053581511637866,0.07454800816776677,0.033673776900966575,0.038886047933792404
Rgs7,1.7115305496590638,1.7945030541569682,1.40095151887502,1.4918209595501806,1.758711617432745,1.4526451401267835,1.527828826164135,0.4066874748762428,0.34218246163661914,0.11907307492386647,0.38770996356873716,0.04565111652154867,0.3027593196953248,0.09195130492120734
Grid1,1.5708558005320032,1.6314360350814727,1.6068465112418835,1.6693588738830871,1.559430653287653,1.59216027097248,1.6428370193270352,0.007029032557295486,0.04159447991885609,0.03828527871781018,0.03388911438769705,0.015386575155395944,0.028961545433387744,0.0659907767655412
Bcl2,0.2876741603164827,0.3101676501261799,0.3497673270984724,0.382677604997054,0.22877163172766848,0.29361809159276653,0.3298979246251896,0.09431761030469527,0.12318243092674624,0.01980977905733935,0.039967446422013886,0.05857452309146662,0.06508501022731523,0.034669597242441196
Hnf1a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kcnj6,0.4477674256016075,0.511711602843256,0.42685461775412376,0.48973142822104354,0.6330375717681123,0.6137653437290113,0.6759700838840982,0.25077584392395674,0.19078493972209795,0.23561505393724066,0.060821099731341,0.17971577653718504,0.005040422545388871,0.04973217172328333
Prkcb,0.08714620748642314,0.10668745814920214,0.06475788779456008,0.1359087461162796,0.28271400105124056,0.25310446317393587,0.047157823718778004,0.0038047201523002654,0.20781018908717258,0.026581275424620927,0.18337715022264445,0.18513716075545938,0.018868305139764865,0.20462664403981565
Kcnh8,0.14445313703833504,0.2431572378422971,0.12520938804799012,0.22349694316918775,0.02064608024386162,0.0012773634722141177,0.10123105182443726,0.007511452385686082,0.10503537621713299,0.02536677136214654,0.11329658218001169,0.12294623492855047,0.016869528280998986,0.0976211099817339
Trdn,0.0787877817638401,0.06250363430502366,0.13292728463490913,0.11296334284475983,0.00012688946322475024,0.052215012226564224,0.039896160848329885,0.1577553237831901,0.1283592680007983,0.10858565692552286,0.084307474680074,0.07802644471199854,0.05168630759633686,0.03306527965436074
Ano1,3.43714701484126,2.8303777403350177,2.4152243346990288,1.856337490245459,3.714814626032258,2.6774872733303132,2.074697492571473,0.6703987893241709,1.3033559066751572,0.2747150238236939,0.4000055996628716,0.30197257457422816,0.9894019919005901,0.5230711135647526
Grid2,3.393035469591969,3.8632051385969284,3.4816447659972396,3.932684245317862,2.474173573522073,2.5557902412086615,3.0169193018068414,0.5196693726339843,0.9902887884954137,0.4569334100415259,0.41602518599156335,0.9283021281537301,0.06723134661949899,0.4703696903447589
Adcy8,0.4480053339610183,0.5231293323061532,0.2072856527733796,0.27190446532554635,0.3243907385268318,0.07881538500674291,0.14704619056280285,0.20048506779037906,0.12327060138559212,0.047141046971647046,0.31661106128767735,0.12128599301605733,0.2418442866777189,0.07288802593054086
Fgf14,5.881240253897285,6.334123037066843,6.3368111039417805,6.777006464010491,4.490980454409802,4.953002462013101,5.387821575586914,1.3586484622536985,1.8229285272083622,0.9287753601611622,0.0039783152984513,1.390474916994294,0.44524873863685166,0.44471113653636685
Celf4,0.5727017664786106,0.44820927102975333,0.6513636056436325,0.5301360644880778,0.23054390164637434,0.3066360776118018,0.17948323212849943,0.539054326004209,0.40600636709832943,0.4517463238673878,0.19598951674390644,0.333148929161181,0.07110401965084302,0.11626958335409672
Slc1a2,0.8589725310541905,0.6942606581925135,0.9718644389592116,0.8145913506605035,0.7602371482539446,0.8648820132274788,0.706451021144577,0.37487541396576785,0.20723611520650598,0.2565000345448718,0.2698810318599014,0.10042846636713118,0.10776889425805587,0.15210642166258512
Hoxd1,0.03446354690944391,0.03446354690944391,0.034712920654635986,0.034712920654635986,0.0349248913727052,0.03517426422535141,0.03517426422535141,0.0001953433025946487,0.0001953433025946487,0.00047381142790737444,0.00027846811638726704,0.00047381142790737444,0.00027846811638726704,0.0
Grm3,2.086077544597645,2.3838486944113786,2.1222812896059504,2.4195487784072967,1.7737576089836413,1.8091499575091763,2.107704692142135,0.04403757949529833,0.33789190359759236,0.02014425546099616,0.27172361411840207,0.31576118891974875,0.024061193827275205,0.2950853645568113
Grik3,0.3008458619805485,0.5247376970662531,0.1665074443570735,0.3904986377194184,0.5607478086666805,0.4252173417163905,0.6417912744544759,0.6264766280139731,0.4174192863998019,0.48119443925863553,0.36953826345009544,0.26296488708502674,0.15104380216708818,0.22352759547665124
Rapgef4,0.15426035730033136,0.024274066228230095,0.34927980858295465,0.2209340128760767,0.042306230351385116,0.24468792749495383,0.13180018149533043,0.4076176125431599,0.30057163980505197,0.22036050463802134,0.3186171447636158,0.09774980026227428,0.1976602609249907,0.1275722196905763
Grin2a,1.2556758725311872,1.4625366563560336,1.215522546317294,1.4137449824632355,1.4578247652539635,1.4338557295189482,1.626973593102669,0.45563318166930866,0.24062908371891398,0.4143702940342063,0.2494211385499629,0.2190501490886339,0.035629154607799016,0.20305373563658718
Scn11a,2.13972367435458,2.315152810513395,2.070928702371039,2.241276856823018,0.0,0.0,0.0,0.0,0.0,0.0,0.2518372470097839,0.0,0.0789974164462868,0.1716142439259907
Hcn1,0.2676800023898493,0.16477032873597852,0.23023045342572374,0.13164778824907242,0.30786742246721743,0.2737301275517825,0.17103107542897636,0.028948728095858654,0.07329082570899666,0.06685777537793508,0.060463017242570034,0.03616676362045467,0.039440727079530266,0.09852523170135108
Pmp22,0.30120530599053974,0.3183274756334458,0.306603531650253,0.3248758205800965,0.3481196683768362,0.3536013401169117,0.36637339575128364,0.04805520463025531,0.037230957039273815,0.05996465959526597,0.008292096636611306,0.04683086650967567,0.009497882538593346,0.020071696653143664
Kcnn4,0.012137847406165471,0.007684865705044345,0.010690080048394508,0.006229786666504408,0.017672997705696775,0.016239855083415557,0.011509019110295551,0.003553610715881881,0.00748013118491762,0.0017329336049570609,0.0017475575553314922,0.005652142295084412,0.0016598140493637326,0.0034658672099141218
Scn9a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5282276516496889,0.32103386829496533,0.3598272801054768,0.3753085747305302,0.1579993400765557,0.16114069671222206,0.2103501565899736
Cd36,0.5350211491320511,0.7371044586530848,0.44572439682492515,0.671843955904955,0.5790840760865837,0.48730347232858384,0.7120675781633973,0.32029167971580685,0.12595788309037168,0.25909043111311264,0.29203293793486024,0.03318378637662143,0.09420761048716536,0.2279362851440968
Cftr,0.03822284648110271,0.034340148478316596,0.01811020292012306,0.014492235506855713,0.020289128798537167,0.00045479145339302057,0.004351064353647211,0.00378087829999329,0.0003869121374302463,0.02355412482562865,0.01409853423522889,0.019209847875162438,0.017825110121061305,0.004351064353647211
Mc1r,0.059303497194323096,0.06728992782900008,0.05984725195319441,0.06782688797968128,0.3084053682221503,0.3089695177528662,0.31743173881905623,0.25496765043981406,0.24597527477840708,0.2555793695260436,0.007456268011459022,0.2465666100400663,0.0005777418123329218,0.00805440080058146
