,Scn11a_Scn7a_Scn9a,Scn10a_Scn7a_Scn9a,Scn7a_Scn9a,Scn10a_Scn11a_Scn9a,Scn11a_Scn9a,Scn10a_Scn11a_Scn7a,Scn10a_Scn9a,Scn9a,Scn10a_Scn11a,Scn10a_Scn7a,Scn11a_Scn7a,Scn10a,Scn11a,Scn7a
Kcnmb2,0.28634162161355825,0.3495218862578983,0.30829228207692394,0.23998237105286863,0.19492689950273762,0.10543578447487956,0.2595712395643461,0.21593710322139048,0.016938548764933795,0.12827344325086937,0.06506112793132075,0.03784189299363204,0.0221323251821775,0.08886058666290292
Casq2,0.08966350943812718,0.03578206099583577,0.06507723290458066,0.02769775993628369,0.05949323200670572,0.023266673515075945,0.004174110738405184,0.0355250853130332,0.008153753997184073,0.0006389653482919496,0.05372170649930198,0.03176769126824088,0.024016763563579093,0.029350735377465423
Smad7,0.09475382384880264,0.11135010322834726,0.07959831842797767,0.10289694316836162,0.07029710539449868,0.06929403511056562,0.08784174630581675,0.05536045334095381,0.04645135029568811,0.05474037186010049,0.037560485031029094,0.03201623338410976,0.014371285444398385,0.02297034774923742
Lrrtm3,0.06189302293562302,0.012137574744289203,0.0922226126959262,0.006986996262845716,0.08682813182242477,0.13866390115003066,0.03760352514310995,0.11579476028150694,0.11203583922774786,0.10733001917439845,0.05563772325802058,0.08180667796686868,0.02941138014749315,0.025035540996770248
Slc1a7,0.0015006565480178424,0.0015006565480178424,0.0015006565480178424,0.0015006565480178424,0.0015006565480178424,0.0,0.0015006565480178424,0.0015006565480178424,0.0,0.0,0.0,0.0,0.0,0.0
P2rx1,0.00020392432488405845,0.00020392432488405845,0.00020392432488405845,0.00019542747896424554,0.00019542747896424554,8.496846604069365e-06,0.00019542747896424554,0.00019542747896424554,0.0,8.496846604069365e-06,8.496846604069365e-06,0.0,0.0,8.496846604069365e-06
Tbx5,0.1999772321519699,0.23982024840058674,0.18179383276196878,0.1563237081040753,0.09578370409783132,0.17968134433936342,0.13803335366363836,0.07752008785921889,0.07845599894662252,0.1612171803713784,0.12137415739334834,0.06000520183641201,0.018691458871733124,0.102749548512452
Piezo2,0.6021874284840067,0.206181367525273,0.3910253227047761,0.36415041871687065,0.550333601399312,0.08125670475256871,0.1525368967300537,0.3387501721432954,0.025264816662183474,0.12886712102819187,0.26560409705461085,0.18499443145629502,0.21016895730328736,0.055856460703551374
Gna14,0.057650124907495534,0.0747945748645396,0.06370409958513477,0.0837483556088334,0.05280694311693672,0.14460352231899543,0.0776435043254333,0.05912546453666374,0.14519365953629434,0.1375422509350821,0.003968151968578456,0.1388649675751258,0.006165897406378784,0.0025029881043927044
Dcn,0.041250139422119685,0.007914069459075877,0.05425553498188507,0.017230851100023453,0.04552754613553843,0.07707992017282851,0.0048315651504638865,0.058221228845571474,0.0734432581535174,0.06509625232470677,0.0157588687503481,0.062048382373650575,0.01148146203692935,0.0037752016285723835
Kcnb2,0.22515655986488095,0.24162837612330995,0.3737981549706699,0.04662857937417228,0.09155174269731864,0.1461874587064906,0.10276173433524668,0.24060929549063978,0.28938002904132065,0.0030572708590777156,0.009774947385940938,0.13942818990015937,0.15038861041485335,0.139615365625621
Abcc9,0.07877185704197072,0.020089134137391475,0.10289697716604125,0.11585504798039244,0.007353911128958555,0.07963022557015662,0.09172992508689091,0.03136348089784954,0.14872892809172358,0.05539781214949389,0.044255521553096915,0.12462856945040643,0.02403432986692884,0.06810827367517344
Gabbr2,0.017961958506927923,0.0003783561175678618,0.012903935060209749,0.0107333656556931,0.023882899868037818,0.014775801492958037,0.005748357956414349,0.018944356897295792,0.008669001217701248,0.019661242425894662,0.00115498179506341,0.01348806371246713,0.004838975580760106,0.00616654086961046
Grik2,1.1072462645832823,0.7267939538283418,0.990541917945173,0.555058465339148,0.8199885165801317,0.11985645725164744,0.4396300122703868,0.7031716022077883,0.1456927605977674,0.006229233362104841,0.3823285655735383,0.25924493996072717,0.11546596935110492,0.26701271171768415
Slc18a2,0.0626918775384736,0.10298811938622682,0.09321239735486862,0.03202218433564653,0.022375749687698256,0.020247566956172844,0.06217474936108116,0.05270732077470321,0.019193420594069397,0.050250962599471725,0.00904974777604718,0.010720470349987514,0.030162510362785243,0.0391923681315139
Kcnj16,0.029349676965076073,0.23803780304124542,0.12134676325531646,0.08462242250097932,0.025972725746352343,0.0765525015985278,0.17913980707820712,0.06765075968479892,0.01566805997813618,0.1692075921222257,0.03926947096178351,0.11050824485746626,0.09392145181317677,0.05276486154279712
Nos1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calca,0.00019342124781020868,0.0008918868849339258,0.0001611843755789295,0.0008166674947604738,8.596499982801131e-05,0.0008811412320117654,0.0007414481045870219,7.521937575091824e-05,0.0007092112539895432,0.0008166674947604738,0.00012894749974201694,0.0006662287504699041,1.0745624798219741e-05,9.671062390510434e-05
Npas4,0.002954815016074153,0.001927053201738191,0.000550586643143957,0.0014315252918805517,0.002807991899740444,0.002064699850207766,0.002064699850207766,0.0006882332916135316,0.001927053201738191,0.0014223488240164173,0.0036338719137220385,0.0015691719403501262,0.003496225142088318,0.00013764666078598924
Cacng3,0.014209216052807627,0.005547327426378282,0.011745458673186647,0.0005578318163722485,0.01797458065733922,0.018656375215113513,0.0019291683666871496,0.015479832956323594,0.014983982406664978,0.021089141441440726,0.001363588907573805,0.01743224441761385,0.0024405141186380464,0.003811850710547903
Kcnip1,0.20346995130623252,0.01602946137785944,0.15138660340240248,0.013672188135585881,0.15474882045584507,0.06616495450841142,0.06700860708382582,0.1014868400938773,0.1182731097236668,0.1182607039864546,0.1041790932188742,0.1718452584939335,0.05313791466384782,0.05205852810340756
Slc8a3,0.10509559731960283,0.0926014998499409,0.14076818524826443,0.013312040997215776,0.06032337975627987,0.03834113201509126,0.04844274061842462,0.09618000792904859,0.08342007874431755,0.0029854960712236596,0.010183404534213679,0.048473414564226866,0.03572371025681033,0.04625473900626707
Slc8a1,0.14937809911232838,0.19775760691476452,0.2554480963584685,0.0012343080546311153,0.055382864238713386,0.07051655058096946,0.10735796387101025,0.1615333479334014,0.1603258767606671,0.035526604718755656,0.01430187299275559,0.05457788158114304,0.1056138304653886,0.09155345620897382
Gnb3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alox12,0.26919220638098096,0.161630356796851,0.1920592169450756,0.16992829233652268,0.20287481172609315,0.11710445267394194,0.09225782764469073,0.12589270719178797,0.043978997611432015,0.03942456938256537,0.14861770471437483,0.033559444689900644,0.07694438710570688,0.07152244789427477
Naaa,0.017737065337324574,0.04654216191372933,0.005264689321942579,0.051787614534400346,0.011221932078927391,0.05927745425939729,0.039667925548121236,0.0012568563997252724,0.052460929632887454,0.047715655172057655,0.018596344883025584,0.0407195824346446,0.012023499024854589,0.0066369713515532615
Aqp1,0.021164579443853557,0.08729390673456588,0.03940833226585195,0.08273011638214237,0.03560897701184893,0.01778737409302685,0.1004262141168333,0.05335071369138483,0.030246524266563723,0.0357458907836758,0.030759948996721905,0.04802248977189487,0.01801556422318965,0.012470558761232578
Ntrk3,0.007553185137735569,0.1251255682228626,0.06903694329825576,0.1170224991448915,0.0626665372762031,0.09520333305192359,0.19487840052498875,0.13918403936719362,0.020947639508884862,0.01701541806319883,0.15142684318310987,0.05703277437233296,0.07676650968644282,0.07473295984166785
Mef2c,0.5339841040772861,0.38884991437883226,0.22980249590307317,0.6591459288515715,0.500864459236345,0.4897521973030866,0.35743369730001784,0.19783752846366776,0.45815305704395215,0.18761696189090818,0.3346260902121809,0.15661231717272153,0.3023524339121202,0.03121042706242673
Kcnma1,0.17031208162198871,0.21606550716795897,0.06469539764499214,0.4094199618833021,0.24907589707194455,0.17789163193019286,0.30163573352407125,0.1432797315339238,0.26516000396547074,0.07063202006454081,0.02146848886842327,0.15784516967674928,0.10554765189467043,0.08391349112447964
Slc1a3,0.37132269506072707,0.206249869273289,0.06056519671997648,0.10876208709844849,0.37293331187067874,0.04166326336417016,0.20220813395266068,0.06178075470070947,0.04610005114099038,0.26879034356948917,0.30777938676875777,0.264475128925375,0.3102105052794345,0.002704617463084912
Atp1b1,0.018050681680651513,0.013322906594786518,0.023629819094546436,0.052404037496386585,0.014445979631634498,0.010922790673701353,0.04712378101126073,0.009410264850991078,0.04377267578588929,0.005253083530040167,0.02699903698947496,0.03830222411426007,0.005099113986554808,0.032360806565684685
Nrxn1,0.6962265114402933,0.6111816605336152,0.5427235652559325,0.5988749637457961,0.5337922263202641,0.3770183063686124,0.44778464434606446,0.3807996023285513,0.21231057324376695,0.2259163614930614,0.31032327073868904,0.0619509813582946,0.15154270492246077,0.1581194160158035
Slc6a13,0.029631753311553245,0.037807902404225734,0.0029479739017870383,0.018111309432074583,0.02058695584850707,0.004006638590830576,0.04462678921517727,0.0059013767944069845,0.0135074756558892,0.03026152134889345,0.036635226539498356,0.03937146706627187,0.025885709559738387,0.010483494607260732
Dlgap1,0.06909138103990736,0.0831160840048845,0.06959732564497857,0.39580822708963476,0.24635308202218942,0.11569872134076975,0.2575242676005145,0.10740128074734992,0.28711173494393566,0.022484044134361503,0.03480878171459071,0.1491111061313135,0.1383851399218432,0.1733355946141452
Ctnna3,0.044667237922405914,0.022223909566437088,0.01425433403567568,0.026768997136954863,0.04002027722977217,0.05092848866114855,0.029754649621691196,0.01917556584872339,0.04363283836305887,0.004889887248337113,0.0630043136574752,0.012389281161213496,0.058647298734111446,0.004686141529994239
Grm8,0.5624503914166609,0.3754179045018339,0.42609358687530535,0.304362351651929,0.357812436923023,0.28554093594345775,0.17035180593560367,0.22241468257474312,0.08092010606342055,0.15010893236797634,0.3386827638034514,0.05401524061877895,0.13598002856305097,0.20203481209830962
Ppfia2,0.5918689917053276,0.810200869111931,0.5631188271965969,0.6999918073071414,0.4594512286826268,0.4106324216922635,0.6703128967347648,0.4294358034768994,0.2713097406059757,0.38275711845197674,0.16346960452236645,0.2420077029378346,0.02965200024099344,0.135634682134808
Lrrtm4,0.4027371596306702,0.06749784855623968,0.13373257529225366,0.4181313978341526,0.4791557797597072,0.12860116255775952,0.14952155003286352,0.21105906660949353,0.20663814520548401,0.14127181037494224,0.19483588929377343,0.06228748718984525,0.26801777445187436,0.07424763043179533
Dgki,0.09699786282131505,0.18525001734065866,0.11003417903618319,0.17182987461553872,0.09370794430309226,0.058588027898865955,0.1833994378866806,0.10592177973849366,0.064167184739926,0.07111714594652675,0.017971198591846524,0.07488684875247528,0.011240566359710942,0.005428371304622845
Kcnh7,0.2211551767859488,0.2880984421191056,0.07421564953029564,0.4231038038737459,0.21176500453315641,0.3680147849814379,0.27890806304747706,0.06603754577960592,0.3560539738347089,0.2206490435947255,0.15752844071844382,0.2108326482723816,0.1463001926513258,0.009110463586861453
Ghrl,4.650379521649035e-05,4.650379521649035e-05,4.650379521649035e-05,4.650379521649035e-05,4.650379521649035e-05,6.643399163785141e-06,4.650379521649035e-05,4.650379521649035e-05,0.0,6.643399163785141e-06,6.643399163785141e-06,0.0,0.0,6.643399163785141e-06
Gja5,0.01975183123342201,0.037524373914986406,0.04460382405388248,0.006134976379235598,0.0010512409154827809,0.014068560788483902,0.01916050909341834,0.02638778949173882,0.0330073222881536,0.010684878158258295,0.006718086670133051,0.00766256087071593,0.025402251856862033,0.018174970356235543
Tbx18,0.03099951661452887,0.20532198980739189,0.1787253604433857,0.016774802801991246,0.0436304254353678,0.05052363528335573,0.13208663422794295,0.10471301837092079,0.12300194042733656,0.09738151607759732,0.07542684621697222,0.026297790719159393,0.14852275133838483,0.07231892531330145
Pex5l,0.22952304004074084,0.3679832394737749,0.33994652567427636,0.13929215210731874,0.11083947194053499,0.02903504344963438,0.24891935322745212,0.22032405226039592,0.07979586119326827,0.13806799721721347,0.0022581492316131407,0.027775236350418144,0.10783256701688117,0.11086324007994229
Smad3,0.08413701433985037,0.0679023683214352,0.05832299839704434,0.047367589670875204,0.037139895202647225,0.08299913358127414,0.021725581075591225,0.011458193415177726,0.03663710995868312,0.057449741509497165,0.07220249651393604,0.011167107601010171,0.025734626228702,0.04646786917532303
Grik1,0.2835622331300453,0.4969259677467734,0.3032399524338927,0.43687776303834797,0.24531409015306105,0.21078003191070419,0.4566708175739156,0.2652686333645861,0.170940135015757,0.2309421978908747,0.018547350821328114,0.19170209451490022,0.020923441595573914,0.0390324844776388
Cck,0.01281068671540981,0.01281068671540981,0.01281068671540981,0.01281068671540981,0.01281068671540981,0.0,0.01281068671540981,0.01281068671540981,0.0,0.0,0.0,0.0,0.0,0.0
Kcnn3,0.19018069547608246,0.21680755572705937,0.1678012859561075,0.03243795814372507,0.015536950864777386,0.26995035981690435,0.010369056899780786,0.037783290459447054,0.06881283306646463,0.24805889766791608,0.22165383675077835,0.04676611324436552,0.022213070252766767,0.19938532131599324
Cux2,0.033354913317969165,0.07916858838052404,0.10317943039005392,0.23232172979659244,0.20678552599601926,0.016117453194351934,0.09853939605869402,0.07228853661146757,0.16029985536590352,0.1515317935522757,0.04051230034070081,0.026933533098516184,0.1338996587981089,0.17633197766457276
Adcy2,0.4839090396415076,0.24207193768031274,0.32558607622578895,0.2749810893225587,0.3600887057104617,0.1938152094751499,0.11659105209779069,0.2008432135994786,0.07398692799421874,0.0359619062413115,0.2797614806385055,0.08504051443796452,0.15978223735826838,0.12100241786518712
Ptk2b,0.023773540308799846,0.021237103881398448,0.017616005248670154,0.01209814066546514,0.008332420654215855,0.025286504719689556,0.005884980332791548,0.0021804464788914304,0.010023378770195311,0.01883416273281436,0.021793340182346195,0.0035487878688110173,0.0064300920271711855,0.01536324815517501
Slc26a3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prdm12,0.002280634623905666,1.2462484738827584e-05,1.2462484738827584e-05,0.002280634623905666,0.002280634623905666,0.0023304846926614398,1.2462484738827584e-05,1.2462484738827584e-05,0.0023304846926614398,0.0,0.0023304846926614398,0.0,0.0023304846926614398,0.0
Kcnc2,0.008465882314146788,0.16501817072651304,0.008414698228543085,0.0989494812583898,0.05947615409875258,0.19136784008111907,0.11509300389245128,0.04287196748092589,0.14246636869881113,0.20634436583820978,0.034928163458222444,0.15717673624898498,0.01537576306746595,0.050611031039310604
Ptprd,0.17290634022159712,0.22232318843282903,0.08754518012285395,0.488800505745873,0.1807477741453536,0.5553474646541312,0.23013832189360686,0.07909853204125916,0.5632678441136352,0.29702736340783364,0.2515575381398101,0.30418464315635574,0.2605567773798801,0.0090255474287407
Nppa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grm5,0.1445150272230894,0.01277695683994787,0.10638525979944126,0.005811973574291373,0.12094536408515778,0.07381943845621093,0.03282055599854488,0.08246700889211289,0.08241338471081738,0.11080289003386314,0.052166989155535026,0.12041578030813534,0.03786162312407138,0.014653950201922035
Actn2,0.0027936249542111777,0.003228995119632847,0.010439813126822956,0.00420857802226618,0.012408048923218552,0.022004331814323267,0.012271995404135282,0.02025378116150766,0.016217537109793713,0.014312792712160356,0.012752716864323018,0.008317383585609605,0.007383151612527407,0.00547840721489405
Sorbs2,0.225779039183707,0.37269165487781275,0.3612774663833529,0.24947254301826896,0.2347657765713663,0.13525308819449172,0.37996110588028553,0.3667521434398082,0.11884195067796526,0.001794766580691651,0.15225818292038118,0.010071351377861842,0.13037235534976546,0.017198769436011868
Cacna2d3,0.18779608247243107,0.027814221126558483,0.06732243455545782,0.11500915947790136,0.152714097925507,0.0883606956405347,0.005154829479690621,0.03142077872904738,0.07069219952305623,0.02950821037293874,0.13837893819732247,0.04759564965673158,0.1195446817346916,0.019052832516398666
Aloxe3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gimap3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abcc8,0.0380712243705522,0.017530036326496728,0.016794755293502116,0.08800031642744022,0.08897485341733803,0.0031745473286161627,0.033624524379794386,0.03390463158917066,0.055070224961112316,0.051528035941144495,0.004131579771827619,0.00021008032870858443,0.055256962578539015,0.0510028353151821
Grin2b,0.163167016981563,0.011316943241245032,0.02501032906374957,0.13476507225002807,0.16909659013931308,0.09906074576428647,0.004360657121069603,0.030882220648063206,0.105082608510523,0.041034013447446956,0.13429208907675574,0.03458531619306415,0.138860396610655,0.004141470703223285
Syn2,0.4815245281418711,0.5888055962293929,0.4617785519167693,0.42796560460859767,0.3065522945520012,0.3219247709670894,0.4067509020305028,0.2849459447548973,0.15073853350424668,0.30199927790249337,0.19352693948495225,0.1289363644782346,0.0222917444770098,0.17296500928555014
Nr3c2,0.5657209256153913,0.487211546756799,0.515346943051318,0.3465489116410769,0.37834291779094603,0.20887053539448436,0.2949697388154261,0.3266776668240594,0.01639916407918727,0.1600030406573828,0.24059280975999026,0.03441959165454127,0.05097657769486204,0.19090750046794158
Kcnj3,0.07205894754124742,0.12008572079731201,0.01787071947120851,0.012398046809781857,0.12296607748360933,0.13716747884869507,0.06727505787279144,0.06728758017614829,0.07740639128614427,0.1907671141185407,0.0027676446944168865,0.13096845124168888,0.05442617452524124,0.056630268000655605
Glra1,0.026640108428582977,0.0455307258208095,0.0015282076209079615,0.02557529373507128,0.022903394395737495,0.020606154969865263,0.04978505924695957,0.001991599595523338,0.024170328322738015,0.0441306936962137,0.027616190108159955,0.047798389339779215,0.0244168127398874,0.0030761341010524185
Shank3,0.053850020046548125,0.07883549692515077,0.05295293248877233,0.05362574955067722,0.027892698778212707,0.05068530208273671,0.052795113129562296,0.02722819019874999,0.024719675119105205,0.0500623275540466,0.026065303668622822,0.02379767159029956,0.0007974089017822265,0.02545063372037037
Lin7a,0.03218877853707576,0.09776203787447477,0.05528752355827893,0.03266434261075027,0.004280061389726168,0.055301109996004995,0.05710824754899866,0.019525232647799526,0.01284018439713887,0.07982654495862805,0.015938133836669817,0.037419965110666205,0.02392758155139566,0.039390153593994615
Gabrb1,0.13823089562809784,0.0878218019092455,0.03468145566667517,0.11755400564205692,0.2416886806117877,0.1217425394053667,0.01224482670495696,0.13714022507335505,0.02074105000813433,0.2258418877056609,0.0010081818436234393,0.12582109211597434,0.10443847141036969,0.1024862662075358
Slc24a4,0.060364002240387966,0.09813606020858255,0.08943199945056866,0.06585974090804292,0.057215091897672196,0.015818814155352506,0.09581893925265178,0.08698119882286931,0.020527325486526322,0.013353158846357691,0.025443783915198585,0.009194221880344982,0.029394773285317238,0.0035499498564172077
Nrxn3,0.12588682845514032,0.5253925982718401,0.18117243489568774,0.3783179372784342,0.03529313805419743,0.38002132436371727,0.43143694635031343,0.08912936762271498,0.2892931559030489,0.43427594153819293,0.03672757654061282,0.34087315277548885,0.05237190929715084,0.09147527324911918
Reln,0.2572862066447449,0.23891360637006837,0.19574908145364328,0.27380640575160053,0.23569812728659284,0.13090327386699846,0.208576127661564,0.17209888761170755,0.11180835378760716,0.07253504564937323,0.08198347374944079,0.05009647922749066,0.06238759661800434,0.022729821885585644
Fgf12,0.249831170470559,0.21062857369841992,0.24553983912830835,0.16435722651688286,0.1968553077173839,0.01804184482044448,0.1592577038916634,0.19182409034389813,0.02560007004883366,0.013750503929552415,0.0521790668189102,0.03114352620252248,0.005327182098512569,0.048195062321118136
Cacna1c,0.036261222179356074,0.32264676554333027,0.3290287485836857,0.006002627002190665,0.008100198962564377,0.2688909049080989,0.29772136480569567,0.3014702152348532,0.29319149880077744,0.022381541088511855,0.26764128185876596,0.001472763430721849,0.2932361245184812,0.025059292865819045
Kcnk3,0.13316485176729767,0.16198730189497487,0.13620104570410954,0.0818489154593644,0.05686294178751989,0.09056040783231017,0.08602749771994785,0.05979527866242627,0.02079517100411586,0.09428081009885787,0.06865338886304706,0.02479048323494446,0.0026940864921782097,0.07146354544480306
Kcnk13,0.0062970799894669855,0.005186271983488875,9.757096941416249e-05,0.006026883365794013,0.01248157830424498,0.007918259227821989,0.0003152292834749119,0.006312091047319794,0.002056495685150685,0.015003412954843224,0.0002701965229364064,0.008616266920469087,0.006229531085390157,0.0070701424676952946
Tmem108,0.008795157669202993,0.06355026072840582,0.21771354025013268,0.1679665290491163,0.013669697457872035,0.34050233889446596,0.0396640639331216,0.192940204623298,0.36134553545196046,0.13134547495627424,0.1860147288751384,0.15359092951365916,0.20762105130811997,0.02321845245184695
Cacna1d,0.02414254546725204,0.009079122504859429,0.023526514555894076,0.011792592259019935,0.04431755873701846,0.051878605199287664,0.011374571116473976,0.043914203362461615,0.0319749386588591,0.052963992116639096,0.018642268506248786,0.0330309918255286,0.0012027270877212153,0.019940334651574198
P2rx7,0.38619823865980063,0.31513238759812584,0.3557342209469388,0.18169567884192347,0.22387955281105176,0.15315543264771841,0.1526491725146061,0.19395976155619127,0.012466581671361708,0.12403299367062294,0.19514945800523148,0.04094354386255035,0.029590728538526238,0.1652802885168897
Nr2f6,0.006703448597751562,0.004182820498124344,0.00342827255576788,0.0048170783749266225,0.004182820498124344,0.006484738820573565,0.0017715474705530144,0.0010279349987087599,0.003958643407664087,0.0032861114024157604,0.0058286102229071326,0.0008092254416910304,0.0032369015466038554,0.0025096923722613624
Gad2,0.16956082271700404,0.28878975409291624,0.1778936709147612,0.2243029285518371,0.11345779437701169,0.15806221092105951,0.23259939158138046,0.12151409576068345,0.10110770713075061,0.16619856944263198,0.04961868343711979,0.10916401242155455,0.007525038856429302,0.057405715040348956
Grin3a,0.3002450160756623,0.1587328797909421,0.23321637536612877,0.13687146427278832,0.21298572693808854,0.07749340049700491,0.07096107211730504,0.14658143946944452,0.010772291545991715,0.011713469396050695,0.15256397472607272,0.07558309276513117,0.06509035905830154,0.0866535810071893
Gip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
