,Scn10a_Scn11a_Scn9a,Scn10a_Scn9a,Scn11a_Scn9a,Scn10a_Scn11a,Scn10a_Scn7a_Scn9a,Scn10a_Scn11a_Scn7a,Scn9a,Scn10a,Scn11a_Scn7a_Scn9a,Scn10a_Scn7a,Scn7a_Scn9a,Scn7a,Scn11a,Scn11a_Scn7a
Cacna1e,1.7108857826781971,1.4444966557076155,1.049216831052438,0.9438014154868338,0.47630697472041295,0.021686734296454534,0.7715931134896359,0.6731271306227654,0.07670470764089071,0.29804353112764453,0.20790571777410602,0.984342935162801,0.2834739223964126,0.6942735674306745
Hoxb8,0.004021566637851058,0.004052985051024711,0.00473633718478536,0.0015866337395631274,0.004916993653537994,0.0007383345281268449,0.004783464936324535,0.0015395059880239524,0.005600345787298642,0.0006990613667032133,0.005639619001433753,0.0008482992114362824,3.927311187484187e-05,0.0008011714598971073
Kcne2,0.0005828099450775283,0.0005828099450775283,0.0001793261284611559,0.0007621360434527516,0.0006500572194324318,0.0008219114463495213,0.0001793261284611559,0.0007621360434527516,0.000112078834048964,0.0008219114463495213,0.000112078834048964,5.977537782515934e-05,0.0,5.977537782515934e-05
Kcnab1,0.23955678797274704,0.027510847932110616,0.4672545913208483,0.932587448957926,0.5670066749489288,1.462474756034212,0.6832703749904814,0.7220586603904173,0.0856174036105261,1.2559663573580446,0.1241022523524799,0.5556028400084589,0.2123240823562576,0.7621365012102044
Slc6a11,1.145299354240951,1.1807088271856225,0.15620906686458466,0.9397545632763848,1.0934747497416069,0.8529503895675197,0.19837238473203256,0.9866579976322118,0.06767400108079497,0.8945819496308245,0.10534609353659408,0.09887508649168762,0.05489038008968563,0.15012270165944086
Nalcn,0.7310552745117412,0.5512588885225032,2.755627299890587,1.8581741318056222,0.05214874172009074,2.4768427905575026,2.5787775814021967,2.033606317750634,2.1636445832010103,2.655221504092271,1.9859052633549974,0.6169173916179311,0.17304152512230736,0.4380939007228669
Pias3,0.062320499236349754,7.58618365788469e-05,0.11947290632556956,0.006694807178312332,0.05911533664248441,0.05290414598447244,0.0559006904670994,0.05618517245768105,0.0604618843069874,0.11571775168639431,0.0032999898179966913,0.05953257604683722,0.06410325187730687,0.004599123870434008
Ephb1,0.5612560542795112,0.12644543370608952,0.759300836668007,2.03232029169809,0.1885791927252554,1.9521767474559772,1.4550857704602633,1.3409540091710774,0.835088549574604,1.280055849306653,1.5142667644099799,0.05901345305659539,0.6999523229056818,0.6242065250864257
Phox2b,0.03378066541621664,0.034419225328473795,0.029555125110534552,0.04549549974696566,0.035365241972746105,0.046339030813899576,0.029011165804603306,0.046007925517454924,0.028254352489185466,0.046930291481095086,0.027710393183254217,0.0010406178854590088,0.0005518428379259234,0.0004572412158227455
Jun,0.0019337968483541866,0.0026229690614889057,0.012744543991847929,0.008033485930449691,0.004793347434389724,0.015532091799319808,0.013474860925992994,0.0074060304536844555,0.006562566019965387,0.01449319014788921,0.0068505783077165375,0.006140833457959815,0.0008331783915248979,0.006562566019965387
Pid1,5.6302240102297905,4.775315050372052,4.444457582018197,2.0719971480111496,2.02783641028286,0.6727745679927831,3.560082666155437,1.2032448347439195,1.7176284505999655,1.5623311375744016,0.8109798975658509,2.7699070735616544,0.8996880880483437,1.8446970102450369
Kcnd2,5.535202074966359,5.082328389104601,0.7200451187428125,6.66754583670469,3.7754645730515843,5.368029896694729,1.1913691476475516,6.218905466803361,2.007020909210674,4.9249010619638165,2.4755494722006586,1.2739566981676542,0.4765955818104264,0.8002364981919254
Nrcam,6.444470054970424,4.232701498800189,5.642728954790539,2.9417789003811583,2.344082024332857,1.0419009503816838,3.421207151882238,0.7626710272093656,3.7270783389885582,1.1108445434579588,1.5430099199229503,1.8737942215016987,2.18562881698461,0.28123634944030224
Scn10a,0.0,0.0,0.00503070716449172,0.0,0.0,0.0,0.011608289398941705,0.0,0.061363868764579305,0.0,0.06951522515692676,0.05864001892899116,0.005145041264363019,0.05267446291190162
