pathway,overlap,pathway_size,p_value,enrichment
GOBP_INTERMEDIATE_FILAMENT_BASED_PROCESS,12,36,1.4885982080691986e-07,0.3333333333333333
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION,11,31,2.4206748994528426e-07,0.3548387096774194
GOBP_MYOFIBRIL_ASSEMBLY,12,38,2.9292973337940215e-07,0.3157894736842105
GOBP_STRIATED_MUSCLE_CONTRACTION,14,58,1.165598232853312e-06,0.2413793103448276
GOBP_MUSCLE_CONTRACTION,19,103,1.2283479845434633e-06,0.18446601941747573
GOBP_MUSCLE_SYSTEM_PROCESS,23,145,1.4507630535324338e-06,0.15862068965517243
GOBP_CARDIAC_MUSCLE_CONTRACTION,12,44,1.7182355908690415e-06,0.2727272727272727
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,14,60,1.8129660450636956e-06,0.23333333333333334
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,25,178,4.946467581053309e-06,0.1404494382022472
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,12,49,5.9349307298594205e-06,0.24489795918367346
GOBP_CYTOSKELETON_ORGANIZATION,30,244,8.555464459018318e-06,0.12295081967213115
GOBP_HEART_PROCESS,15,77,8.562603438513822e-06,0.19480519480519481
GOBP_SKELETAL_MUSCLE_ADAPTATION,6,12,1.480566374259603e-05,0.5
GOBP_MUSCLE_CELL_DEVELOPMENT,16,91,1.6856863878032578e-05,0.17582417582417584
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,12,58,3.7508416256044296e-05,0.20689655172413793
GOBP_ORGANELLE_ASSEMBLY,18,129,0.0001248194819585091,0.13953488372093023
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,17,126,0.0002929520053603188,0.1349206349206349
GOBP_SARCOMERE_ORGANIZATION,7,26,0.00029917232658718015,0.2692307692307692
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,8,34,0.0003040063753451458,0.23529411764705882
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,9,43,0.0003293425048285893,0.20930232558139536
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT,29,285,0.00040272983638077605,0.10175438596491228
GOBP_STRIATED_MUSCLE_ADAPTATION,7,31,0.0009529001006744154,0.22580645161290322
GOBP_NEUTROPHIL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,4,10,0.0012637281913784983,0.4
GOBP_MESENCHYME_MIGRATION,3,5,0.0013672674765607931,0.6
GOBP_NEUTROPHIL_ACTIVATION,5,17,0.0014787235862197357,0.29411764705882354
GOBP_KERATINOCYTE_DIFFERENTIATION,10,63,0.001549043715297683,0.15873015873015872
GOBP_KERATINIZATION,6,25,0.0015841906052172783,0.24
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,8,43,0.001606356628901063,0.18604651162790697
GOBP_REGULATION_OF_HEART_CONTRACTION,10,64,0.001752523930049479,0.15625
GOBP_MUSCLE_ORGAN_MORPHOGENESIS,9,54,0.0018669593681811217,0.16666666666666666
GOBP_ACTIN_FILAMENT_BASED_PROCESS,19,174,0.0018898106357384816,0.10919540229885058
GOBP_MUSCLE_ORGAN_DEVELOPMENT,18,162,0.0020433536837656126,0.1111111111111111
GOBP_MUSCLE_CELL_DIFFERENTIATION,18,164,0.00234645537575714,0.10975609756097561
GOBP_GRANULOCYTE_ACTIVATION,5,19,0.0025468125942991553,0.2631578947368421
GOBP_SKELETAL_MYOFIBRIL_ASSEMBLY,3,6,0.0026275963418303377,0.5
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,14,116,0.002990995582004688,0.1206896551724138
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,12,93,0.003379818360026059,0.12903225806451613
GOBP_CARDIAC_VENTRICLE_MORPHOGENESIS,8,49,0.003797647445400632,0.16326530612244897
GOBP_EPITHELIAL_CELL_DIFFERENTIATION,28,316,0.004270972409953361,0.08860759493670886
GOBP_TRANSITION_BETWEEN_FAST_AND_SLOW_FIBER,3,7,0.004418934373577264,0.42857142857142855
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,3,7,0.004418934373577264,0.42857142857142855
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION,6,31,0.005044367189508666,0.1935483870967742
GOBP_RESPONSE_TO_HYDROGEN_PEROXIDE,6,32,0.005939457334027974,0.1875
GOBP_LEUKOCYTE_ACTIVATION_INVOLVED_IN_INFLAMMATORY_RESPONSE,4,15,0.006656978288995795,0.26666666666666666
GOBP_NEUTROPHIL_MEDIATED_IMMUNITY,4,15,0.006656978288995795,0.26666666666666666
GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,4,15,0.006656978288995795,0.26666666666666666
GOBP_SKELETAL_MUSCLE_CONTRACTION,4,15,0.006656978288995795,0.26666666666666666
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION,4,15,0.006656978288995795,0.26666666666666666
GOBP_GLIAL_CELL_ACTIVATION,4,15,0.006656978288995795,0.26666666666666666
GOBP_NEUTROPHIL_DEGRANULATION,3,8,0.00679523610559798,0.375
