tf,up_accuracy,down_accuracy,avg_accuracy,up_overlap,down_overlap
Pou5f1_Ascl3,0.22613065326633167,0.8368421052631579,0.5314863792647448,35,2
Pou2f1_Ascl5,0.5376884422110553,0.520618556701031,0.5291534994560432,29,5
Pou5f1_Neurog3,0.1407035175879397,0.9105263157894737,0.5256149166887067,25,3
Pou4f1_Ascl2,0.27638190954773867,0.7421052631578947,0.5092435863528166,18,12
Pou1f1_Atoh8,0.47738693467336685,0.5210526315789473,0.4992197831261571,21,2
Pou3f2_Myf5,0.49748743718592964,0.5,0.49874371859296485,16,6
Pou4f2_Neurog2,0.6080402010050251,0.32105263157894737,0.46454641629198623,7,11
Pou3f1_Ascl1,0.25125628140703515,0.6684210526315789,0.45983866701930703,21,1
Pou5f1_Ascl2,0.020100502512562814,0.8947368421052632,0.457418672308913,3,0
Pou5f1_Ascl1,0.05527638190954774,0.8526315789473684,0.4539539804284581,9,2
Pou4f2_Neurod4,0.4271356783919598,0.47368421052631576,0.4504099444591378,13,9
Pou4f1_Neurod4,0.32160804020100503,0.5789473684210527,0.45027770431102887,16,11
Pou4f1_Neurog2,0.5477386934673367,0.3473684210526316,0.44755355725998414,8,11
Pou5f1_Neurog1,0.02512562814070352,0.868421052631579,0.44677334038614125,3,0
Pou5f1_Neurod4,0.03015075376884422,0.8631578947368421,0.4466543242528432,3,0
Pou5f1_Atoh1,0.035175879396984924,0.8578947368421053,0.4465353081195451,5,2
Pou3f1_Ascl2,0.010050251256281407,0.8631578947368421,0.4366040729965618,2,0
Pou5f1_Neurog2,0.03015075376884422,0.8368421052631579,0.4334964295160011,3,0
Pou5f1_Neurod6,0.010050251256281407,0.8473684210526315,0.4287093361544565,0,0
Pou4f3_Atoh8,0.36683417085427134,0.47368421052631576,0.42025919069029355,6,2
Pou4f1_Atoh8,0.3417085427135678,0.4842105263157895,0.41295953451467865,5,2
Pou5f1_Neurod1,0.010050251256281407,0.8157894736842105,0.412919862470246,1,0
Pou5f1_Myf5,0.005025125628140704,0.8157894736842105,0.4104072996561756,0,0
Pou4f2_Atoh8,0.36180904522613067,0.45789473684210524,0.40985189103411795,1,3
Pou5f1_Atoh8,0.06030150753768844,0.7578947368421053,0.4090981221898969,4,0
Pou4f3_Neurog1,0.11055276381909548,0.6842105263157895,0.3973816450674425,6,2
Pou5f1_Neurod2,0.005025125628140704,0.7894736842105263,0.3972494049193335,0,0
Pou3f1_Atoh1,0.0,0.7789473684210526,0.3894736842105263,0,0
