pathway,overlap,pathway_size,p_value,enrichment
GOBP_POSITIVE_REGULATION_OF_MIRNA_METABOLIC_PROCESS,6,40,0.014998886798875833,0.15
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II,48,698,0.015408842214211025,0.06876790830945559
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,3,11,0.016123933185040257,0.2727272727272727
GOBP_HEART_VALVE_FORMATION,3,11,0.016123933185040257,0.2727272727272727
GOBP_ANGIOGENESIS_INVOLVED_IN_WOUND_HEALING,3,11,0.016123933185040257,0.2727272727272727
GOBP_GLUTAMATE_SECRETION,3,11,0.016123933185040257,0.2727272727272727
GOBP_POSITIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,54,807,0.01680796498914683,0.06691449814126393
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION,4,20,0.01698491535712936,0.2
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM,7,53,0.01733723523991045,0.1320754716981132
GOBP_INTRACELLULAR_SIGNALING_CASSETTE,31,414,0.01782769741043982,0.0748792270531401
GOBP_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,6,42,0.01883603079930398,0.14285714285714285
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS,6,42,0.01883603079930398,0.14285714285714285
GOBP_MIRNA_TRANSCRIPTION,7,54,0.01908178766436977,0.12962962962962962
GOBP_REGULATION_OF_CELL_MORPHOGENESIS,7,54,0.01908178766436977,0.12962962962962962
GOBP_TRANSCRIPTION_INITIATION_AT_RNA_POLYMERASE_II_PROMOTER,5,31,0.019236929205595804,0.16129032258064516
GOBP_POSITIVE_REGULATION_OF_CATABOLIC_PROCESS,8,67,0.019985600845045297,0.11940298507462686
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS,4,21,0.02015989957383342,0.19047619047619047
GOBP_RESPONSE_TO_FATTY_ACID,4,21,0.02015989957383342,0.19047619047619047
GOBP_SKELETAL_MUSCLE_CELL_PROLIFERATION,3,12,0.020700270612403773,0.25
GOBP_BASEMENT_MEMBRANE_ORGANIZATION,3,12,0.020700270612403773,0.25
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME,3,12,0.020700270612403773,0.25
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION,3,12,0.020700270612403773,0.25
GOBP_CELL_DIFFERENTIATION_IN_HINDBRAIN,3,12,0.020700270612403773,0.25
GOBP_RESPONSE_TO_CORTICOSTERONE,3,12,0.020700270612403773,0.25
GOBP_SPROUTING_ANGIOGENESIS,7,55,0.020945972045950764,0.12727272727272726
GOBP_REGULATION_OF_AXONOGENESIS,6,43,0.02098555632442154,0.13953488372093023
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS,8,68,0.021687405092886206,0.11764705882352941
GOBP_REGULATION_OF_RESPONSE_TO_STRESS,24,306,0.021908244683928605,0.0784313725490196
GOBP_ENDOTHELIAL_CELL_PROLIFERATION,8,69,0.023489495247427935,0.11594202898550725
GOBP_MALE_MATING_BEHAVIOR,2,5,0.02359122231103322,0.4
GOBP_NEGATIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,2,5,0.02359122231103322,0.4
GOBP_THYROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,2,5,0.02359122231103322,0.4
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION,2,5,0.02359122231103322,0.4
GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2,5,0.02359122231103322,0.4
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,2,5,0.02359122231103322,0.4
GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,2,5,0.02359122231103322,0.4
GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION,2,5,0.02359122231103322,0.4
GOBP_CELLULAR_RESPONSE_TO_LIPID,17,198,0.023612734188767665,0.08585858585858586
GOBP_REGULATION_OF_INSULIN_SECRETION,8,70,0.025394586464765334,0.11428571428571428
GOBP_CEREBRAL_CORTEX_DEVELOPMENT,6,45,0.025770821222755206,0.13333333333333333
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY,3,13,0.025913765970528205,0.23076923076923078
GOBP_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS,3,13,0.025913765970528205,0.23076923076923078
GOBP_RESPONSE_TO_AMYLOID_BETA,3,13,0.025913765970528205,0.23076923076923078
GOBP_PROTEIN_FOLDING,3,13,0.025913765970528205,0.23076923076923078
GOBP_T_HELPER_17_CELL_DIFFERENTIATION,3,13,0.025913765970528205,0.23076923076923078
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,15,170,0.02624338945110529,0.08823529411764706
GOBP_POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,27,361,0.026938876171343464,0.07479224376731301
GOBP_MIRNA_METABOLIC_PROCESS,7,58,0.027292112083248294,0.1206896551724138
GOBP_ERYTHROCYTE_HOMEOSTASIS,8,71,0.027405295126070126,0.11267605633802817
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,4,23,0.027543667762221436,0.17391304347826086
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS,4,23,0.027543667762221436,0.17391304347826086
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION,4,23,0.027543667762221436,0.17391304347826086
GOBP_REGULATION_OF_STEM_CELL_DIFFERENTIATION,5,34,0.027841270215650867,0.14705882352941177
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,9,85,0.02857257976303273,0.10588235294117647
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,15,172,0.028793234234502047,0.0872093023255814
GOBP_NEURON_DEVELOPMENT,28,382,0.03088275029817382,0.07329842931937172
GOBP_CELLULAR_RESPONSE_TO_HYPOXIA,5,35,0.031174416525451717,0.14285714285714285
GOBP_ENDOTHELIUM_DEVELOPMENT,6,47,0.031233100808261416,0.1276595744680851
GOBP_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_AUTOPHAGY,3,14,0.031763059390396385,0.21428571428571427
GOBP_INTERLEUKIN_10_PRODUCTION,3,14,0.031763059390396385,0.21428571428571427
GOBP_ATRIOVENTRICULAR_VALVE_MORPHOGENESIS,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,3,14,0.031763059390396385,0.21428571428571427
GOBP_NEGATIVE_REGULATION_OF_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,3,14,0.031763059390396385,0.21428571428571427
GOBP_POSITIVE_REGULATION_OF_GLUCOSE_METABOLIC_PROCESS,3,14,0.031763059390396385,0.21428571428571427
GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_INITIATION,4,24,0.03176567491936668,0.16666666666666666
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,4,24,0.03176567491936668,0.16666666666666666
GOBP_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,4,24,0.03176567491936668,0.16666666666666666
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT,11,115,0.032139464500208575,0.09565217391304348
GOBP_ORGANELLE_FISSION,7,60,0.03218370470024024,0.11666666666666667
GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,34,486,0.03327277381509236,0.06995884773662552
GOBP_COGNITION,11,116,0.03396676167730119,0.09482758620689655
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_NITROGEN_SPECIES,2,6,0.03420429975116298,0.3333333333333333
GOBP_RESPONSE_TO_INTERLEUKIN_15,2,6,0.03420429975116298,0.3333333333333333
GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE_STIMULUS,2,6,0.03420429975116298,0.3333333333333333
GOBP_NEUROBLAST_MIGRATION,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_ETHER,2,6,0.03420429975116298,0.3333333333333333
GOBP_REGULATION_OF_VASCULOGENESIS,2,6,0.03420429975116298,0.3333333333333333
GOBP_CELL_CYCLE_PHASE,2,6,0.03420429975116298,0.3333333333333333
GOBP_COMMITMENT_OF_NEURONAL_CELL_TO_SPECIFIC_NEURON_TYPE_IN_FOREBRAIN,2,6,0.03420429975116298,0.3333333333333333
GOBP_COMPLEMENT_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,2,6,0.03420429975116298,0.3333333333333333
GOBP_TRICUSPID_VALVE_DEVELOPMENT,2,6,0.03420429975116298,0.3333333333333333
GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS,2,6,0.03420429975116298,0.3333333333333333
GOBP_NEGATIVE_REGULATION_OF_D_GLUCOSE_IMPORT,2,6,0.03420429975116298,0.3333333333333333
GOBP_CARBON_CATABOLITE_REGULATION_OF_TRANSCRIPTION,2,6,0.03420429975116298,0.3333333333333333
GOBP_MYELOID_CELL_DIFFERENTIATION,16,192,0.03530167530389171,0.08333333333333333
GOBP_TUBE_DEVELOPMENT,34,489,0.03599309052509877,0.06952965235173825
GOBP_REPRODUCTIVE_BEHAVIOR,4,25,0.03634695550659391,0.16
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,4,25,0.03634695550659391,0.16
GOBP_STEM_CELL_DIFFERENTIATION,12,132,0.03648054577123129,0.09090909090909091
GOBP_REGULATION_OF_DEFENSE_RESPONSE,17,209,0.037335903222159024,0.08133971291866028
GOBP_MUSCLE_ADAPTATION,6,49,0.03740207393237008,0.12244897959183673
GOBP_NEGATIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,6,49,0.03740207393237008,0.12244897959183673
GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS,7,62,0.03763112144108151,0.11290322580645161
GOBP_MATING_BEHAVIOR,3,15,0.03824146277213223,0.2
GOBP_CORONARY_VASCULATURE_MORPHOGENESIS,3,15,0.03824146277213223,0.2
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,3,15,0.03824146277213223,0.2
GOBP_NEGATIVE_REGULATION_OF_INSULIN_SECRETION,3,15,0.03824146277213223,0.2
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION,3,15,0.03824146277213223,0.2
GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE,3,15,0.03824146277213223,0.2
GOBP_NEUROBLAST_PROLIFERATION,5,37,0.038565249283353566,0.13513513513513514
GOBP_MYELOID_CELL_HOMEOSTASIS,9,90,0.03939698274228624,0.1
GOBP_REGULATION_OF_CATABOLIC_PROCESS,12,134,0.040290374391474267,0.08955223880597014
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,4,26,0.04128976913990446,0.15384615384615385
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,5,38,0.04262938905949076,0.13157894736842105
GOBP_GLIAL_CELL_PROLIFERATION,5,38,0.04262938905949076,0.13157894736842105
GOBP_RESPONSE_TO_LIPID,23,310,0.04315228094701279,0.07419354838709677
GOBP_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_ORGANIZATION,19,245,0.04356444450583001,0.07755102040816327
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,25,344,0.04419310363412975,0.07267441860465117
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,6,51,0.04430160912021451,0.11764705882352941
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,9,92,0.04441793979555792,0.09782608695652174
GOBP_REGULATION_OF_CELL_DEVELOPMENT,24,328,0.045079364418022794,0.07317073170731707
GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,22,295,0.04521571394132841,0.07457627118644068
GOBP_REGULATION_OF_ERBB_SIGNALING_PATHWAY,3,16,0.0453376933470087,0.1875
GOBP_GLUTAMATERGIC_NEURON_DIFFERENTIATION,3,16,0.0453376933470087,0.1875
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION,21,279,0.04582709437373838,0.07526881720430108
GOBP_OOCYTE_MATURATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_PROLIFERATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,2,7,0.04629274750483851,0.2857142857142857
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_NEGATIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS,2,7,0.04629274750483851,0.2857142857142857
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,2,7,0.04629274750483851,0.2857142857142857
GOBP_ESTROUS_CYCLE,2,7,0.04629274750483851,0.2857142857142857
GOBP_MAINTENANCE_OF_BLOOD_BRAIN_BARRIER,2,7,0.04629274750483851,0.2857142857142857
GOBP_SKELETAL_MUSCLE_SATELLITE_CELL_DIFFERENTIATION,2,7,0.04629274750483851,0.2857142857142857
GOBP_RESPONSE_TO_NITRIC_OXIDE,2,7,0.04629274750483851,0.2857142857142857
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN,2,7,0.04629274750483851,0.2857142857142857
GOBP_DICARBOXYLIC_ACID_TRANSPORT,4,27,0.04659474971641932,0.14814814814814814
GOBP_OVULATION_CYCLE,4,27,0.04659474971641932,0.14814814814814814
GOBP_RESPONSE_TO_ESTRADIOL,5,39,0.04694243326747847,0.1282051282051282
GOBP_EMBRYONIC_PLACENTA_DEVELOPMENT,6,52,0.04803114374428356,0.11538461538461539
GOBP_RESPONSE_TO_CORTICOSTEROID,6,52,0.04803114374428356,0.11538461538461539
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,10,108,0.0483826526943303,0.09259259259259259
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,9,94,0.04985203086819231,0.09574468085106383
GOBP_RESPONSE_TO_OXYGEN_LEVELS,9,94,0.04985203086819231,0.09574468085106383
