gene,assigned_cluster,dist_to_cluster_0,dist_to_cluster_1,dist_to_cluster_2,dist_to_cluster_3,rank_cluster_0,rank_cluster_1,rank_cluster_2,rank_cluster_3,mean_distance,mean_rank
Gli3,1,1.4996080803492482,0.4557385558535449,1.0799970183609784,1.3040665026413147,54,1,22,45,1.0848525393012716,30.5
Tbx1,1,1.516179109476698,0.5678194454107254,1.1702827079701696,1.2327678385002756,56,2,31,30,1.1217622753394672,29.75
Foxc1,1,1.4539334888290236,0.5817143187889331,1.0595916719168716,1.3210384134780813,52,3,21,47,1.1040694732532272,30.75
Fbn1,1,1.5074024902565184,0.6431782923087044,0.9286372195590722,1.3456769686848322,55,4,16,50,1.1062237427022819,31.25
Dnah5,1,1.4350561308420644,0.6670889174643675,1.1121891745699457,1.2761919049712445,51,5,23,41,1.1226315319619056,30.0
