,Gata4,Tbx5,Tbx20,Myh6,Prdm6,Gli3,Tbx1,Foxc1,Fbn1,Dnah5,Hand1,Sall4,Hand2,Meis2,Pbx1,Son,Arid1a,Zeb2,Rere,Igf2
Cluster_0,0.5207988545834586,0.6472280982003523,0.6682795938476815,0.6920111276227502,0.7058603043911188,1.4996080803492482,1.516179109476698,1.4539334888290236,1.5074024902565184,1.4350561308420644,1.1684039198196243,1.0802072259295346,1.294607795097957,1.3300952003144462,1.368867018163782,1.134939055869839,1.0230422207931726,1.302387028426186,1.1006014721261566,1.001878729876048
Cluster_1,1.4227243840603307,1.3901786706478818,1.460010816620659,1.4078916806257733,1.5021284022269965,0.4557385558535449,0.5678194454107254,0.5817143187889331,0.6431782923087044,0.6670889174643675,1.080180770052288,1.170395461876592,1.0335978404933022,1.1617933102872668,1.0804024613972785,1.3379618758501417,1.397524922415076,1.150816198166772,1.3550392894084302,1.4118646007219566
Cluster_2,1.2039295786180797,1.4924128822811198,1.2606129273844235,1.2102469041125985,1.3445594961949006,1.0799970183609784,1.1702827079701696,1.0595916719168716,0.9286372195590722,1.1121891745699457,0.5541547816653984,0.6477955566034215,0.6560668963695359,0.6889970662087048,0.7105020282397201,1.547840790230179,1.5189419420650352,1.5357714769643145,1.3692341744261538,1.3188597381742904
Cluster_3,1.211323518633464,0.9433771414931156,1.0813631781094148,1.1710113433408855,0.9581853778261088,1.3040665026413147,1.2327678385002756,1.3210384134780813,1.3456769686848322,1.2761919049712445,1.4663520166288984,1.4074197030341442,1.38381456190866,1.2865553368346865,1.266822206158211,0.590574915774151,0.6626262385986268,0.727105232946189,0.8392227096434786,0.840196004377912
