pathway,overlap,pathway_size,p_value,enrichment
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,19,60,4.1975522070356965e-11,0.31666666666666665
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,17,49,9.046986724828001e-11,0.3469387755102041
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,19,63,1.0979418753786872e-10,0.30158730158730157
GOBP_CARDIAC_CHAMBER_DEVELOPMENT,23,94,1.2263295884814756e-10,0.24468085106382978
GOBP_REGULATION_OF_SYSTEM_PROCESS,35,211,1.8659028864849904e-10,0.16587677725118483
GOBP_POSITIVE_REGULATION_OF_HEART_GROWTH,12,23,1.9550294839967854e-10,0.5217391304347826
GOBP_HEART_GROWTH,16,47,4.616083356385174e-10,0.3404255319148936
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,21,85,6.861851407786694e-10,0.24705882352941178
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,15,43,1.1199103082681144e-09,0.3488372093023256
GOBP_CARDIAC_VENTRICLE_DEVELOPMENT,19,72,1.3995166260920468e-09,0.2638888888888889
GOBP_POSITIVE_REGULATION_OF_ORGAN_GROWTH,12,28,3.5019036171379585e-09,0.42857142857142855
GOBP_VENTRICULAR_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,13,34,4.1051410841804285e-09,0.38235294117647056
GOBP_REGULATION_OF_HEART_GROWTH,13,34,4.1051410841804285e-09,0.38235294117647056
GOBP_CYTOSKELETON_ORGANIZATION,36,248,4.5840328902296855e-09,0.14516129032258066
GOBP_SUPRAMOLECULAR_FIBER_ORGANIZATION,30,182,5.191587366991881e-09,0.16483516483516483
GOBP_CARDIAC_MUSCLE_CELL_CONTRACTION,10,20,1.1823192203483102e-08,0.5
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,15,50,1.208008768683058e-08,0.3
GOBP_SARCOMERE_ORGANIZATION,11,26,1.919462127905214e-08,0.4230769230769231
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,11,27,3.0950989634837016e-08,0.4074074074074074
GOBP_POSITIVE_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,9,17,3.478612164194633e-08,0.5294117647058824
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,18,78,3.896506833460608e-08,0.23076923076923078
GOBP_REGULATION_OF_ORGAN_GROWTH,14,47,4.198275871404757e-08,0.2978723404255319
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,9,18,6.650627833024746e-08,0.5
GOBP_ORGAN_GROWTH,19,91,9.068483268552118e-08,0.2087912087912088
GOBP_MUSCLE_HYPERTROPHY,13,43,1.0728745812895044e-07,0.3023255813953488
GOBP_ACTIN_FILAMENT_ORGANIZATION,18,83,1.0900027403785791e-07,0.21686746987951808
GOBP_REGULATION_OF_HEART_RATE,11,31,1.6758664272225547e-07,0.3548387096774194
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,8,15,1.9585363779491984e-07,0.5333333333333333
GOBP_REGULATION_OF_MEMBRANE_POTENTIAL,23,135,2.0361525233285107e-07,0.17037037037037037
GOBP_MUSCLE_CELL_PROLIFERATION,20,105,2.0469640277226212e-07,0.19047619047619047
GOBP_TISSUE_MORPHOGENESIS,38,313,2.3684778033191894e-07,0.12140575079872204
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,21,116,2.476743861755444e-07,0.1810344827586207
GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH,16,71,3.282522759890782e-07,0.22535211267605634
GOBP_POSITIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,9,21,3.5123977762933886e-07,0.42857142857142855
GOBP_REGULATION_OF_THE_FORCE_OF_HEART_CONTRACTION,8,16,3.7458246925421594e-07,0.5
GOBP_ORGANELLE_ASSEMBLY,22,129,3.7584006211522197e-07,0.17054263565891473
GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,50,486,4.451797970132783e-07,0.102880658436214
GOBP_CARDIAC_CONDUCTION,9,22,5.682394422654837e-07,0.4090909090909091
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,9,22,5.682394422654837e-07,0.4090909090909091
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_PROLIFERATION,9,22,5.682394422654837e-07,0.4090909090909091
GOBP_DEVELOPMENTAL_GROWTH,33,264,8.615560540150454e-07,0.125
GOBP_POSITIVE_REGULATION_OF_GROWTH,17,86,1.0218767379742464e-06,0.19767441860465115
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_CONTRACTION,7,13,1.1056040872979391e-06,0.5384615384615384
GOBP_REGULATION_OF_GROWTH,25,176,2.0883487145506564e-06,0.14204545454545456
GOBP_GROWTH,36,314,2.1425561731589294e-06,0.11464968152866242
GOBP_POSITIVE_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,9,27,4.2757740688001464e-06,0.3333333333333333
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,6,11,6.270689145107337e-06,0.5454545454545454
GOBP_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,12,51,6.409699570620157e-06,0.23529411764705882
GOBP_VASCULOGENESIS_INVOLVED_IN_CORONARY_VASCULAR_MORPHOGENESIS,5,7,6.504148531392133e-06,0.7142857142857143
GOBP_ACTIN_MYOSIN_FILAMENT_SLIDING,5,7,6.504148531392133e-06,0.7142857142857143
GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,10,36,7.886163875542358e-06,0.2777777777777778
GOBP_CARDIAC_MUSCLE_CELL_PROLIFERATION,9,29,8.351415360693065e-06,0.3103448275862069
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION,26,205,1.1050362881425591e-05,0.12682926829268293
GOBP_CARDIAC_MYOFIBRIL_ASSEMBLY,6,12,1.2008033769572948e-05,0.5
GOBP_CARDIAC_ATRIUM_MORPHOGENESIS,7,18,1.644345943034269e-05,0.3888888888888889
GOBP_CARDIAC_ATRIUM_DEVELOPMENT,7,18,1.644345943034269e-05,0.3888888888888889
GOBP_RESPONSE_TO_MUSCLE_STRETCH,5,8,1.6622648144339856e-05,0.625
GOBP_POTASSIUM_ION_TRANSPORT,13,67,2.4906934613129888e-05,0.19402985074626866
GOBP_MUSCLE_ADAPTATION,11,49,2.5478044903660762e-05,0.22448979591836735
GOBP_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,12,58,2.618987546607024e-05,0.20689655172413793
GOBP_STRIATED_MUSCLE_CELL_PROLIFERATION,10,41,2.775444990745875e-05,0.24390243902439024
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,19,132,3.1593825201473845e-05,0.14393939393939395
GOBP_REGULATION_OF_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,4,5,3.218640903548225e-05,0.8
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,6,14,3.578098133403184e-05,0.42857142857142855
GOBP_REGULATION_OF_ACTION_POTENTIAL,7,21,5.264631431724694e-05,0.3333333333333333
GOBP_CORONARY_VASCULATURE_DEVELOPMENT,8,28,5.297977194409342e-05,0.2857142857142857
GOBP_ANIMAL_ORGAN_MORPHOGENESIS,47,528,6.0682051102353224e-05,0.08901515151515152
GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT,13,74,7.469265677736369e-05,0.17567567567567569
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,15,95,7.574595829404827e-05,0.15789473684210525
GOBP_REGULATION_OF_MUSCLE_CELL_DIFFERENTIATION,11,55,7.973841444565404e-05,0.2
GOBP_DEVELOPMENTAL_CELL_GROWTH,12,65,8.606595918242997e-05,0.18461538461538463
GOBP_MUSCLE_FILAMENT_SLIDING,4,6,9.268102023495934e-05,0.6666666666666666
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,4,6,9.268102023495934e-05,0.6666666666666666
GOBP_SKELETAL_MYOFIBRIL_ASSEMBLY,4,6,9.268102023495934e-05,0.6666666666666666
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS,4,6,9.268102023495934e-05,0.6666666666666666
GOBP_CELL_JUNCTION_ORGANIZATION,26,232,9.839941123484817e-05,0.11206896551724138
GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT,23,195,0.0001175085880181471,0.11794871794871795
GOBP_STRIATED_MUSCLE_ADAPTATION,8,31,0.0001176855282925427,0.25806451612903225
GOBP_REGULATION_OF_HEART_RATE_BY_CARDIAC_CONDUCTION,5,11,0.0001207527811132903,0.45454545454545453
GOBP_ACTION_POTENTIAL,10,49,0.0001418645398151714,0.20408163265306123
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,14,91,0.00017609945659420186,0.15384615384615385
GOBP_REGULATION_OF_MOLECULAR_FUNCTION,35,368,0.00017839795088514366,0.09510869565217392
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,6,18,0.00018601255446234764,0.3333333333333333
GOBP_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,10,51,0.00020159632634471008,0.19607843137254902
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,4,7,0.00020758351583971562,0.5714285714285714
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_SARCOPLASMIC_RETICULUM,4,7,0.00020758351583971562,0.5714285714285714
GOBP_ADULT_HEART_DEVELOPMENT,4,7,0.00020758351583971562,0.5714285714285714
GOBP_CELL_JUNCTION_ASSEMBLY,18,139,0.00020891180588351912,0.12949640287769784
GOBP_CELL_MIGRATION,43,495,0.00023882272318519998,0.08686868686868687
GOBP_CARDIAC_MUSCLE_ADAPTATION,6,19,0.0002603661107486621,0.3157894736842105
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS,9,44,0.00030189248107058924,0.20454545454545456
GOBP_EMBRYONIC_HEART_TUBE_DEVELOPMENT,9,44,0.00030189248107058924,0.20454545454545456
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY,5,13,0.00030909924261156676,0.38461538461538464
GOBP_REGULATION_OF_CELL_JUNCTION_ASSEMBLY,12,74,0.00031171048840622154,0.16216216216216217
GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY,9,45,0.0003608795736222418,0.2
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,9,45,0.0003608795736222418,0.2
GOBP_CELL_GROWTH,16,121,0.00037285106354501403,0.1322314049586777
GOBP_SPROUTING_ANGIOGENESIS,10,55,0.00038550591371894335,0.18181818181818182
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,14,98,0.0003909786094568697,0.14285714285714285
GOBP_LOCOMOTION,35,383,0.00039126280093909556,0.09138381201044386
GOBP_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,7,28,0.0003942385992899469,0.25
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,7,28,0.0003942385992899469,0.25
GOBP_CELL_MOTILITY,45,538,0.0003976752829154847,0.08364312267657993
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,4,8,0.0003985443835350913,0.5
GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION,4,8,0.0003985443835350913,0.5
GOBP_CARDIAC_CHAMBER_FORMATION,4,8,0.0003985443835350913,0.5
GOBP_ATRIAL_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,5,14,0.00046094272109908636,0.35714285714285715
GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION,11,67,0.0004979045149508151,0.16417910447761194
GOBP_REGULATION_OF_MUSCLE_ADAPTATION,8,38,0.0005349159892853305,0.21052631578947367
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS,18,150,0.0005430819801397965,0.12
GOBP_TRANSMEMBRANE_TRANSPORT,32,345,0.0005529309928211291,0.0927536231884058
GOBP_CALCIUM_ION_HOMEOSTASIS,14,102,0.0005938563081196289,0.13725490196078433
GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY,6,22,0.0006290835619911367,0.2727272727272727
GOBP_CORONARY_VASCULATURE_MORPHOGENESIS,5,15,0.00066286174179769,0.3333333333333333
GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,24,233,0.0006657578091368597,0.10300429184549356
GOBP_VASCULATURE_DEVELOPMENT,29,305,0.0006897139390507324,0.09508196721311475
GOBP_RESPONSE_TO_ENDOGENOUS_STIMULUS,41,489,0.0007287877949076947,0.08384458077709611
GOBP_CELLULAR_RESPONSE_TO_NITROGEN_COMPOUND,20,180,0.0007355267165298783,0.1111111111111111
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,6,23,0.0008152360585054866,0.2608695652173913
GOBP_INTRACELLULAR_SIGNALING_CASSETTE,36,414,0.0008316869586797508,0.08695652173913043
GOBP_REGULATION_OF_MYOTUBE_DIFFERENTIATION,5,16,0.000924392610808348,0.3125
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,9,51,0.0009480209605812484,0.17647058823529413
GOBP_REGULATION_OF_LOCOMOTION,30,327,0.0010064105136275497,0.09174311926605505
GOBP_SYNAPSE_ORGANIZATION,18,158,0.0010147315952526129,0.11392405063291139
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_PROLIFERATION,6,24,0.001041201439647157,0.25
GOBP_DEVELOPMENTAL_GROWTH_INVOLVED_IN_MORPHOGENESIS,11,73,0.0010519463589588104,0.1506849315068493
GOBP_SYNAPSE_ASSEMBLY,11,73,0.0010519463589588104,0.1506849315068493
GOBP_REGULATION_OF_SKELETAL_MUSCLE_CELL_DIFFERENTIATION,4,10,0.001102027855126287,0.4
GOBP_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,4,10,0.001102027855126287,0.4
GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY,4,10,0.001102027855126287,0.4
GOBP_NEGATIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,4,10,0.001102027855126287,0.4
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_CONTAINING_COMPOUND,31,344,0.0011122548994529646,0.09011627906976744
GOBP_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,10,63,0.0011764367357775616,0.15873015873015872
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_COMMUNICATION,3,5,0.0012288742255043262,0.6
GOBP_AV_NODE_CELL_TO_BUNDLE_OF_HIS_CELL_SIGNALING,3,5,0.0012288742255043262,0.6
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT_VIA_HIGH_VOLTAGE_GATED_CALCIUM_CHANNEL,3,5,0.0012288742255043262,0.6
GOBP_MEMBRANE_DEPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,3,5,0.0012288742255043262,0.6
GOBP_RELAXATION_OF_CARDIAC_MUSCLE,3,5,0.0012288742255043262,0.6
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,3,5,0.0012288742255043262,0.6
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,3,5,0.0012288742255043262,0.6
GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,5,17,0.0012556022308180712,0.29411764705882354
GOBP_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY,5,17,0.0012556022308180712,0.29411764705882354
GOBP_MONOATOMIC_CATION_TRANSPORT,24,244,0.0012884482561377874,0.09836065573770492
GOBP_NEGATIVE_REGULATION_OF_MUSCLE_CELL_APOPTOTIC_PROCESS,6,25,0.0013123525367810815,0.24
GOBP_TUBE_MORPHOGENESIS,34,394,0.0013546770587669521,0.08629441624365482
GOBP_EMBRYONIC_HEART_TUBE_MORPHOGENESIS,7,34,0.0013779182510020391,0.20588235294117646
GOBP_TUBE_DEVELOPMENT,40,489,0.0013979472467367136,0.081799591002045
GOBP_POSITIVE_REGULATION_OF_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT,8,44,0.0014871643720303603,0.18181818181818182
GOBP_RESPONSE_TO_NITROGEN_COMPOUND,26,277,0.0016098242755739557,0.09386281588447654
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION,6,26,0.0016343313511814716,0.23076923076923078
GOBP_RESPONSE_TO_HORMONE,29,322,0.0016464995325925972,0.09006211180124224
GOBP_RESPONSE_TO_CALCIUM_ION,9,55,0.0016582030965580298,0.16363636363636364
GOBP_CARDIAC_SEPTUM_DEVELOPMENT,9,55,0.0016582030965580298,0.16363636363636364
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,9,55,0.0016582030965580298,0.16363636363636364
GOBP_IMPORT_ACROSS_PLASMA_MEMBRANE,9,55,0.0016582030965580298,0.16363636363636364
GOBP_MUSCLE_CELL_FATE_COMMITMENT,4,11,0.0016627564688479997,0.36363636363636365
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM,4,11,0.0016627564688479997,0.36363636363636365
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS,5,18,0.0016669828755702723,0.2777777777777778
GOBP_CALCIUM_ION_TRANSPORT,15,126,0.001716636692691122,0.11904761904761904
GOBP_POSITIVE_REGULATION_OF_LOCOMOTION,20,194,0.0018803822912439887,0.10309278350515463
GOBP_REGULATION_OF_SYNAPSE_ASSEMBLY,8,46,0.002004710129504356,0.17391304347826086
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,6,27,0.0020130191965323256,0.2222222222222222
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT,6,27,0.0020130191965323256,0.2222222222222222
GOBP_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,10,68,0.0021395462806361692,0.14705882352941177
GOBP_POSITIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,10,68,0.0021395462806361692,0.14705882352941177
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,15,129,0.00217642592033965,0.11627906976744186
GOBP_IN_UTERO_EMBRYONIC_DEVELOPMENT,18,170,0.002356118590341462,0.10588235294117647
GOBP_TRICUSPID_VALVE_DEVELOPMENT,3,6,0.0023650674307736925,0.5
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY,3,6,0.0023650674307736925,0.5
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION,3,6,0.0023650674307736925,0.5
GOBP_RELAXATION_OF_MUSCLE,4,12,0.00239492090294974,0.3333333333333333
GOBP_SARCOPLASMIC_RETICULUM_CALCIUM_ION_TRANSPORT,4,12,0.00239492090294974,0.3333333333333333
GOBP_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL,4,12,0.00239492090294974,0.3333333333333333
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION,4,12,0.00239492090294974,0.3333333333333333
GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,4,12,0.00239492090294974,0.3333333333333333
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,9,58,0.002430478102241246,0.15517241379310345
GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS,33,392,0.0024335555944890643,0.08418367346938775
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,6,28,0.002454504813962066,0.21428571428571427
GOBP_MEMBRANE_DEPOLARIZATION,6,28,0.002454504813962066,0.21428571428571427
GOBP_CALCIUM_ION_IMPORT,6,28,0.002454504813962066,0.21428571428571427
GOBP_REGULATION_OF_TRANSPORT,34,408,0.0024674119477869033,0.08333333333333333
GOBP_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION,8,48,0.0026547130208966828,0.16666666666666666
GOBP_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,10,70,0.0026694888242822586,0.14285714285714285
GOBP_SMOOTH_MUSCLE_CELL_MIGRATION,7,38,0.0027155498357000945,0.18421052631578946
GOBP_MESENCHYME_DEVELOPMENT,15,132,0.0027344989916909053,0.11363636363636363
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,5,20,0.0027737170122320008,0.25
GOBP_CELLULAR_RESPONSE_TO_HORMONE_STIMULUS,21,215,0.0028402896491723684,0.09767441860465116
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS,16,146,0.0028910620664540417,0.1095890410958904
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,8,49,0.0030361438748579667,0.16326530612244897
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS,7,39,0.00316873749705588,0.1794871794871795
GOBP_PRESYNAPTIC_MODULATION_OF_CHEMICAL_SYNAPTIC_TRANSMISSION,4,13,0.0033219527519889286,0.3076923076923077
GOBP_CARDIOBLAST_DIFFERENTIATION,4,13,0.0033219527519889286,0.3076923076923077
GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_MIGRATION,4,13,0.0033219527519889286,0.3076923076923077
GOBP_PHYSIOLOGICAL_CARDIAC_MUSCLE_HYPERTROPHY,4,13,0.0033219527519889286,0.3076923076923077
GOBP_CARDIAC_RIGHT_VENTRICLE_MORPHOGENESIS,4,13,0.0033219527519889286,0.3076923076923077
GOBP_PERICARDIUM_DEVELOPMENT,4,13,0.0033219527519889286,0.3076923076923077
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,4,13,0.0033219527519889286,0.3076923076923077
GOBP_IONOTROPIC_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,4,13,0.0033219527519889286,0.3076923076923077
GOBP_FOCAL_ADHESION_ASSEMBLY,5,21,0.003491232436137177,0.23809523809523808
GOBP_LIPID_MODIFICATION,6,30,0.003551059527553242,0.2
GOBP_MONOATOMIC_ION_TRANSPORT,26,294,0.003733701984171659,0.08843537414965986
GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM,23,250,0.0038964880170139706,0.092
GOBP_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT,3,7,0.003983180366974175,0.42857142857142855
GOBP_REGULATION_OF_PHOSPHATASE_ACTIVITY,3,7,0.003983180366974175,0.42857142857142855
GOBP_REGULATION_OF_DEPHOSPHORYLATION,3,7,0.003983180366974175,0.42857142857142855
GOBP_POSITIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,3,7,0.003983180366974175,0.42857142857142855
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION,3,7,0.003983180366974175,0.42857142857142855
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION,3,7,0.003983180366974175,0.42857142857142855
GOBP_REGULATION_OF_CYTOSKELETON_ORGANIZATION,10,74,0.004043410270115585,0.13513513513513514
GOBP_VASCULOGENESIS,7,41,0.00424626887832083,0.17073170731707318
GOBP_STRESS_FIBER_ASSEMBLY,5,22,0.004333040928533067,0.22727272727272727
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION,4,14,0.004466356764344867,0.2857142857142857
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,4,14,0.004466356764344867,0.2857142857142857
GOBP_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,4,14,0.004466356764344867,0.2857142857142857
GOBP_CALCIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE,4,14,0.004466356764344867,0.2857142857142857
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,4,14,0.004466356764344867,0.2857142857142857
GOBP_IMPORT_INTO_CELL,20,209,0.004523136006346959,0.09569377990430622
GOBP_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS,16,153,0.004628867352885103,0.10457516339869281
