,Gli2_Gli1_Gli3,Gli2_Gli1,Gli1_Gli3,Gli1,Gli2_Gli3,Gli2,Gli3
Slit2,16.638621249529834,15.243401190213815,8.430111143675113,6.705356160638634,9.974945780174977,8.550967780648143,1.712923728247466
Nfkb1,0.01755706199163182,0.17792464112495066,0.03220838130367287,0.22077515611915718,0.25244407551479364,0.056484208304784254,0.19083496879879527
Gpx3,0.039533740179270735,0.006062519367519371,0.04480023532270566,0.002496331416286353,0.040953847577948406,0.005170972433131389,0.045978350601685335
Cd2,0.1335743982126038,0.1273376456995137,0.1102611940403409,0.10496702357276029,0.03588620665632573,0.026198555106368704,0.011824172727352977
Smad3,0.42969511603933974,0.34387641102499195,0.25321797222875037,0.1757886131293211,0.26801797808305,0.17939168780298734,0.08281724822460233
Scg2,0.024161731819874407,0.022368811882864183,0.020451707308281913,0.020257667835445484,0.001102141288842337,0.0023827984759986773,0.00034150858671415325
Eln,3.1852363099447336,3.7745433715524372,2.702403327464227,3.2664826070582924,0.10167958922646418,0.4822335763877488,0.5666825138292155
Adcy2,10.7836189185298,7.706113481179624,6.278904449895633,3.2082511959980664,7.522899551490461,4.485038870279304,3.0298338494687465
Matn2,1.098232816486256,1.2984125334492744,1.6191608900116463,1.8200126207144143,0.7470686863761488,0.5295496940952221,0.22132097605517756
Tfrc,0.05041268645641452,0.01923679836386554,0.04205934013635314,0.011170308436363536,0.039948053216105624,0.008026328877494802,0.030975088617757423
Rbpj,0.3455448822474648,0.05103865331760227,0.16817250733772032,0.12924055896483472,0.473507166875437,0.1829709521441547,0.29338159125348484
