gene,gli2_effect,gli1_gli3_compensation,compensation_ratio,same_sign,gli2_positive
Slc7a5,1.2651086e-05,5.044043e-05,3.694975623184851,1,0
Col5a2,0.00028678775,0.0010418892,3.62033894771407,0,1
Igfbp1,6.046146e-06,2.5045127e-05,3.5544433794020165,1,0
Tnc,0.00068709254,0.0024272501,3.5275053265364567,1,0
Slit3,0.0007288456,0.0024918318,3.4141903438206658,0,0
Tcf7l2,0.0009966195,0.0034053028,3.413428466464419,1,1
Slc7a1,0.0003516972,0.0011787713,3.342162342088341,1,1
Pura,6.4373016e-05,0.0002156496,3.2987555599392877,1,1
Nrp1,0.00017011166,0.0005557537,3.2479008151753073,0,0
Cxcl12,2.8163195e-06,1.1965632e-05,3.135385284172355,0,0
Mylk,0.0007005334,0.0021910667,3.1232535756672455,1,1
Hoxc10,8.821487e-06,3.054738e-05,3.1102601876884832,1,1
Vip,1.501292e-05,4.970655e-05,3.1041527716369033,1,1
Clu,4.7683716e-05,0.00014832616,3.046730450896558,1,0
Sntb1,0.00012378395,0.00037674606,3.0191868425386437,0,0
Vav3,0.0009266734,0.002772987,2.989184555685223,1,1
Mep1a,1.4841557e-05,4.644692e-05,2.931966851490671,1,0
Trp53,2.7239323e-05,8.279085e-05,2.9317576062287327,1,1
Ccr7,1.3820827e-06,6.767921e-06,2.8411780161956592,0,0
Il18rap,2.1606684e-06,8.936971e-06,2.827557297690577,1,0
Plcb1,0.002031207,0.005731106,2.8201388933312397,1,1
Hif1a,2.8699636e-05,8.34465e-05,2.8096808997928457,1,1
Cd2,2.9988587e-07,3.6507845e-06,2.8085423376438423,1,0
Smad3,5.2779913e-05,0.0001488924,2.768550406543053,1,1
Lama1,0.00037631392,0.0010415316,2.760384774566494,1,1
Wnt2,0.0,2.7045608e-06,2.7045608000000003,0,0
Col4a2,2.668798e-05,7.452071e-05,2.6914462521281792,0,0
Fbn2,0.0006377697,0.0016956329,2.654529324105386,1,1
Arid4a,2.4437904e-05,6.425381e-05,2.5259081880331022,1,0
Atf4,6.556511e-07,4.172325e-06,2.5200508730371998,1,1
Pitx2,5.6028366e-06,1.6465783e-05,2.493743825191737,0,0
Ets2,9.611249e-05,0.00023132563,2.382037882047922,0,0
Preb,1.9431114e-05,4.8607588e-05,2.3790963135930814,1,1
Slc1a2,0.0003954172,0.00094234943,2.3771658495140975,0,1
Stab1,2.026558e-06,7.085502e-06,2.34110894289817,1,1
Abca1,0.00029598176,0.00067844987,2.2844832962132084,1,0
Ddit3,9.924173e-05,0.00022745132,2.2690282779437267,1,0
Fbln5,5.6449324e-05,0.00012530386,2.1811198335423407,1,0
Hgf,4.5232475e-05,9.8180026e-05,2.12361605127132,0,1
Hes1,4.108995e-06,1.0792166e-05,2.1123853125712593,1,1
Ccnd2,0.00054064393,0.0011226833,2.0727330960766053,1,1
Klf10,2.348423e-05,4.9993396e-05,2.0418610673074054,1,0
Meis1,0.0014002323,0.00285995,2.041024889306363,1,1
Slamf1,9.0617687e-07,3.8831495e-06,2.037140184163498,0,0
Spock1,0.002131939,0.0042939186,2.0131464612912042,1,1
Gpx3,2.592802e-06,7.1823597e-06,1.9990970000573367,0,1
Cxcr6,1.816079e-08,2.0342413e-06,1.99795682566012,1,1
Fn1,0.00010730326,0.00021538138,1.988687875138754,0,1
Camk4,0.0015037656,0.002863586,1.9030113394405084,1,1
Adcy2,0.001260519,0.0023161173,1.8359749635162055,1,1
Gpx1,1.7881393e-07,2.115965e-06,1.794994906448043,1,1
Calcrl,4.0240586e-05,7.264316e-05,1.7614482975581387,0,0
Smad6,4.1991472e-05,7.503107e-05,1.7452547333108297,1,0
Eng,2.7537346e-05,4.9367547e-05,1.7299277585238655,1,0
Cav1,2.9325485e-05,5.234778e-05,1.726197618933382,1,1
Atf6,2.425909e-05,4.3451786e-05,1.7202435242124716,0,0
Cd38,2.5495887e-05,4.5392662e-05,1.7131965425426219,1,0
Tcf19,6.631017e-07,2.834946e-06,1.7046137346862191,0,0
Col1a1,2.0951033e-05,3.6284328e-05,1.6529667647076107,1,0
Smad7,2.8058887e-05,4.6774745e-05,1.6096537007766332,1,0
Rasgrp1,4.2960048e-05,6.954372e-05,1.5819755246855056,1,1
Cdh1,2.3176894e-05,3.764406e-05,1.55702630784583,0,0
Cebpb,8.4750354e-08,1.6698614e-06,1.5393969624830381,1,1
Arid4b,0.00011789799,0.00018244982,1.534507185529377,0,1
Unc5c,0.004191637,0.006403923,1.5274212864123462,1,1
Msr1,1.6987324e-06,4.015863e-06,1.4880552810645473,0,0
Spp1,1.21071935e-08,1.4868565e-06,1.4690701830289878,0,1
Ctcf,0.00021898746,0.0003207028,1.4578230959164673,1,1
Myc,1.1175871e-07,1.616776e-06,1.4542508059145316,0,1
Adgre1,5.3569674e-06,8.933246e-06,1.405268493275583,1,0
Timp3,0.00016021729,0.00022554398,1.399006148782181,1,1
Il18r1,5.870592e-06,9.502284e-06,1.3830371531303272,1,0
Id1,1.4901161e-08,1.3783574e-06,1.358119837642003,1,1
Ereg,1.0987744e-05,1.6214326e-05,1.3525752635358244,1,0
