marker,marker_type,abs_change
Tmem163,Atrial,0.000505805
Myh6,Atrial,0.00038176775
Actn2,Ventricular,0.00031036139
Erbb4,Atrial,0.00029551983
Mast4,Atrial,0.00028380752
Dkk3,Atrial,0.000268057
Slc8a1,Ventricular,0.00026473403
Ttn,Ventricular,0.00025969744
Kcnh7,Atrial,0.00025629997
Ctnna3,Ventricular,0.00025075674
