marker,marker_type,abs_change
Actc1,Ventricular,0.000670135
Sox5,Atrial,0.0005022064
Tnni3k,Ventricular,0.00047561526
Myh7,Ventricular,0.00047254562
Tmem71,Ventricular,0.00042417645
Nexn,Ventricular,0.00040590763
Erbb4,Atrial,0.00040113926
Arhgap31,Atrial,0.00038447976
Trim55,Ventricular,0.00037905574
Myl7,Atrial,0.00037190318
