marker,marker_type,abs_change
Myl3,Ventricular,0.0003412068
Myh7,Ventricular,0.0003080368
Myh7b,Ventricular,0.00029703975
Mpped2,Ventricular,0.00029549003
Myl2,Ventricular,0.00028574467
Dsp,Ventricular,0.0002823472
Dkk3,Atrial,0.00023539364
Ttn,Ventricular,0.0002117157
Tnni1,Ventricular,0.00019651651
Irx2,Ventricular,0.0001956597
