marker,marker_type,abs_change
Dsp,Ventricular,0.00093725324
Myh7,Ventricular,0.00088861585
Tnni1,Ventricular,0.0008690953
Myocd,Ventricular,0.0007212311
Mybpc3,Ventricular,0.0006926656
Myl2,Ventricular,0.0006430447
Cacna1c,Ventricular,0.0006418526
Actn2,Ventricular,0.00064080954
Esrrg,Ventricular,0.0006328672
Myh6,Atrial,0.00060141087
