marker,marker_type,abs_change
Mpped2,Ventricular,0.00040268898
Myh7,Ventricular,0.00031876564
Meis2,Ventricular,0.00026072562
Myl7,Atrial,0.0002554059
Myl2,Ventricular,0.0002129376
Pde1c,Ventricular,0.00020744652
Trabd2b,Atrial,0.00016219914
Lmntd1,Atrial,0.00015799701
Nckap5,Ventricular,0.00015078485
Dsp,Ventricular,0.00014701486
