marker,marker_type,abs_change
Actn2,Ventricular,0.0007582307
Esrrg,Ventricular,0.00072450936
Ctnna3,Ventricular,0.0007015765
Tnni1,Ventricular,0.00066688657
Ttn,Ventricular,0.0006477833
Myh7,Ventricular,0.0006299317
Myocd,Ventricular,0.0006058365
Kcnh7,Atrial,0.0005928278
Cacna1c,Ventricular,0.00058981776
Mybpc3,Ventricular,0.000564605
