marker,marker_type,abs_change
Tmem163,Atrial,0.0006969124
Erbb4,Atrial,0.0006919801
Rgs6,Atrial,0.000646472
Kcnh7,Atrial,0.0006400645
Mast4,Atrial,0.0005417764
Slc8a1,Ventricular,0.0005391538
Meis2,Ventricular,0.00052690506
Arhgap31,Atrial,0.0005221665
Zfpm2,Ventricular,0.00048068166
Actn2,Ventricular,0.00045976043
