marker,marker_type,abs_change
Erbb4,Atrial,7.6666474e-05
Esrrg,Ventricular,5.994737e-05
Tnni1,Ventricular,5.453825e-05
Myocd,Ventricular,5.173683e-05
Igfbp5,Atrial,4.9889088e-05
Slc8a1,Ventricular,4.8995018e-05
Rgs6,Atrial,4.8160553e-05
Zfpm2,Ventricular,4.6923757e-05
Prkg1,Atrial,4.5895576e-05
Vsnl1,Atrial,4.1604042e-05
