marker,marker_type,abs_change
Myh6,Atrial,0.00073343515
Ttn,Ventricular,0.0006765127
Tnni1,Ventricular,0.0006648302
Erbb4,Atrial,0.0006492734
Actn2,Ventricular,0.0006387234
Myl4,Atrial,0.0005899966
Tmem163,Atrial,0.0005889237
Ctnna3,Ventricular,0.0005867481
Kcnh7,Atrial,0.0005507767
Slc8a1,Ventricular,0.00054192543
