marker,marker_type,abs_change
Mpped2,Ventricular,0.0009493828
Myh7,Ventricular,0.0008150935
Zfpm2,Ventricular,0.00076422095
Rgs6,Atrial,0.0007584989
Mast4,Atrial,0.0006941855
Tmem163,Atrial,0.00067925453
Tbx5,Atrial,0.00050990283
Esr1,Atrial,0.0005095154
Myl7,Atrial,0.0004914403
Vsnl1,Atrial,0.000450477
