marker,marker_type,abs_change
Dkk3,Atrial,0.00032165647
Myl3,Ventricular,0.00028055906
Ctnna3,Ventricular,0.0002565682
Actn2,Ventricular,0.0002207756
Zfpm2,Ventricular,0.00020882487
Nppa,Atrial,0.00020636618
Prdm16,Ventricular,0.00020088255
Ttn,Ventricular,0.00019007921
Slc8a1,Ventricular,0.00017985702
Palld,Ventricular,0.00017952919
