marker,marker_type,abs_change
Tmem163,Atrial,0.00046153367
Ptprd,Ventricular,0.00039073825
Ttn,Ventricular,0.00038862228
Meis2,Ventricular,0.0003707856
Plcb1,Atrial,0.00035911798
Erbb4,Atrial,0.00034336746
Lmntd1,Atrial,0.00033389032
Osbpl8,Ventricular,0.00031866133
Angpt1,Atrial,0.00030992925
Prkg1,Atrial,0.00030075014
