marker,marker_type,abs_change
Tmem163,Atrial,0.0006893128
Kcnh7,Atrial,0.0005751848
Rgs6,Atrial,0.00044983625
Myh6,Atrial,0.00042176247
Erbb4,Atrial,0.0003655702
Esr1,Atrial,0.0003643185
Slc24a4,Atrial,0.0003559515
Meis2,Ventricular,0.00035193563
Osbpl8,Ventricular,0.00031495094
Angpt1,Atrial,0.00030979514
