marker,marker_type,abs_change
Zfpm2,Ventricular,0.0011294931
Mast4,Atrial,0.0010817051
Rgs6,Atrial,0.00095048547
Tmem163,Atrial,0.0009082705
Kcnq3,Atrial,0.0008850023
Esr1,Atrial,0.00086787343
Dkk3,Atrial,0.00072295964
Vsnl1,Atrial,0.00071516633
Sox5,Atrial,0.00071104616
Angpt1,Atrial,0.0006764382
