marker,marker_type,abs_change
Myh7,Ventricular,0.00066924095
Mpped2,Ventricular,0.0004904866
Actn2,Ventricular,0.00048604608
Myocd,Ventricular,0.00045523047
Cacna1c,Ventricular,0.00044253469
Myh6,Atrial,0.00040835142
Myl7,Atrial,0.00036782026
Ttn,Ventricular,0.00035744905
Trim55,Ventricular,0.00035712123
Tnni1,Ventricular,0.0003387332
