marker,marker_type,abs_change
Kcnh7,Atrial,0.0009914339
Tmem163,Atrial,0.0006802678
Rgs6,Atrial,0.0005887151
Myh6,Atrial,0.00058329105
Zfpm2,Ventricular,0.0005645901
Erbb4,Atrial,0.00055995584
Angpt1,Atrial,0.0005315244
Arhgap31,Atrial,0.00051403046
Tnni1,Ventricular,0.0004994273
Slc8a1,Ventricular,0.0004362166
