marker,marker_type,abs_change
Kcnh7,Atrial,0.0004937351
Dsp,Ventricular,0.0004914105
Ttn,Ventricular,0.0003629923
Ctnna3,Ventricular,0.00034329295
Nckap5,Ventricular,0.00034324825
Myocd,Ventricular,0.00031782687
Pde1c,Ventricular,0.00030253828
Actn2,Ventricular,0.00028809905
Mybpc3,Ventricular,0.00027668476
Dkk3,Atrial,0.00027124584
