marker,marker_type,abs_change
Cacna1c,Ventricular,0.00015106797
Actn2,Ventricular,0.00014680624
Palld,Ventricular,0.00011712313
Myh6,Atrial,0.00010550022
Ttn,Ventricular,0.00010377169
Dsp,Ventricular,0.00010022521
Ctnna3,Ventricular,9.924173e-05
Mpped2,Ventricular,9.649992e-05
Sorbs2,Ventricular,8.869171e-05
Myh7b,Ventricular,8.4638596e-05
