marker,marker_type,abs_change
Rgs6,Atrial,0.0015959144
Tmem163,Atrial,0.0013449192
Zfpm2,Ventricular,0.0011453182
Mast4,Atrial,0.0010254085
Dsp,Ventricular,0.000908345
Mpped2,Ventricular,0.0008801818
Myh7,Ventricular,0.00085285306
Kcnq3,Atrial,0.00085251033
Esr1,Atrial,0.0008396208
Meis2,Ventricular,0.0008317381
