marker,marker_type,abs_change
Tmem163,Atrial,0.0005660057
Arhgap31,Atrial,0.0005607009
Rgs6,Atrial,0.00052526593
Myh6,Atrial,0.0004579425
Kcnh7,Atrial,0.0004569888
Erbb4,Atrial,0.00039988756
Ctnna3,Ventricular,0.00037887692
Zfpm2,Ventricular,0.0003771037
Angpt1,Atrial,0.00034418702
Tbx20,Atrial,0.00033512712
