marker,marker_type,abs_change
Tmem163,Atrial,0.00040449202
Myh6,Atrial,0.00038647652
Mast4,Atrial,0.00027608871
Ctnna3,Ventricular,0.0002657175
Sorbs2,Ventricular,0.00024166703
Myl7,Atrial,0.00023040175
Palld,Ventricular,0.00022953749
Myl2,Ventricular,0.00021791458
Erbb4,Atrial,0.00021734834
Trim55,Ventricular,0.00021368265
