marker,marker_type,abs_change
Ttn,Ventricular,9.584427e-05
Cacna1c,Ventricular,9.536743e-05
Ctnna3,Ventricular,8.365512e-05
Myl4,Atrial,8.228421e-05
Trim55,Ventricular,8.198619e-05
Slc8a1,Ventricular,8.070469e-05
Myh6,Atrial,7.981062e-05
Kcnh7,Atrial,7.95424e-05
Palld,Ventricular,7.867813e-05
Myocd,Ventricular,7.8588724e-05
