marker,marker_type,abs_change
Ctnna3,Ventricular,4.7564507e-05
Actn2,Ventricular,4.1544437e-05
Mybpc3,Ventricular,3.913045e-05
Tnnt2,Ventricular,3.7819147e-05
Myl3,Ventricular,3.629923e-05
Ptprd,Ventricular,3.4034252e-05
Dsp,Ventricular,3.1232834e-05
Tnni1,Ventricular,3.0338764e-05
Myl7,Atrial,2.9534101e-05
Tnni3k,Ventricular,2.9101968e-05
