marker,marker_type,abs_change
Dkk3,Atrial,0.00028543174
Myh6,Atrial,0.00022089481
Tmem163,Atrial,0.0002156794
Kcnh7,Atrial,0.00021129847
Dsp,Ventricular,0.00017908216
Myl7,Atrial,0.00017666817
Nckap5,Ventricular,0.00016189739
Myl2,Ventricular,0.00015100837
Mpped2,Ventricular,0.00015029311
Nav3,Atrial,0.00014366955
