marker,marker_type,abs_change
Dkk3,Atrial,0.0005828738
Actn2,Ventricular,0.00041645765
Shox2,Atrial,0.00030902028
Myl7,Atrial,0.0002810359
Kcnh7,Atrial,0.00027900934
Erbb4,Atrial,0.0002680719
Dsp,Ventricular,0.00025880337
Sox5,Atrial,0.00024238229
Cacna1d,Atrial,0.00024050474
Ror1,Ventricular,0.00023718923
