marker,marker_type,abs_change
Tmem163,Atrial,0.001068145
Rgs6,Atrial,0.00094509125
Kcnh7,Atrial,0.0007508099
Zfpm2,Ventricular,0.00067967176
Mast4,Atrial,0.00063583255
Angpt1,Atrial,0.0006287247
Arhgap31,Atrial,0.00062578917
Erbb4,Atrial,0.0005970448
Kcnq3,Atrial,0.0005942285
Myh6,Atrial,0.00059241056
