marker,marker_type,abs_change
Mybpc3,Ventricular,0.0008266568
Myh7,Ventricular,0.000826478
Actn2,Ventricular,0.00080907345
Dkk3,Atrial,0.00067073107
Myh7b,Ventricular,0.000623852
Cacna1c,Ventricular,0.00062307715
Mpped2,Ventricular,0.00060501695
Myh6,Atrial,0.0005892515
Tnni1,Ventricular,0.0005710423
Myl2,Ventricular,0.00055649877
