marker,marker_type,abs_change
Myl2,Ventricular,0.0008150637
Myh7,Ventricular,0.00074470043
Myh6,Atrial,0.00068748
Actn2,Ventricular,0.00066286325
Mpped2,Ventricular,0.00056031346
Mybpc3,Ventricular,0.0005584359
Tnni1,Ventricular,0.0005584061
Myh7b,Ventricular,0.0005143583
Prdm16,Ventricular,0.0005056113
Ror1,Ventricular,0.00047326088
