marker,marker_type,abs_change
Myh6,Atrial,0.00060874224
Ttn,Ventricular,0.00059217215
Actn2,Ventricular,0.0005851388
Trim55,Ventricular,0.00051629543
Palld,Ventricular,0.00050854683
Myh7,Ventricular,0.0005002618
Myl4,Atrial,0.00049835443
Mpped2,Ventricular,0.0004851222
Cacna1c,Ventricular,0.00048455596
Ctnna3,Ventricular,0.00047063828
