marker,marker_type,abs_change
Ttn,Ventricular,8.4519386e-05
Tnni1,Ventricular,8.323789e-05
Ctnna3,Ventricular,7.4863434e-05
Cacna1c,Ventricular,7.420778e-05
Trim55,Ventricular,7.215142e-05
Actn2,Ventricular,7.18832e-05
Slc8a1,Ventricular,6.79791e-05
Myl4,Atrial,6.508827e-05
Erbb4,Atrial,6.404519e-05
Myocd,Ventricular,6.3449144e-05
