marker,marker_type,abs_change
Kcnh7,Atrial,0.0006429553
Tmem163,Atrial,0.00041483343
Myh6,Atrial,0.0003772378
Ctnna3,Ventricular,0.00034970045
Myl7,Atrial,0.00030389428
Dsp,Ventricular,0.00030303
Dkk3,Atrial,0.00028187037
Pde1c,Ventricular,0.00027029216
Prkg1,Atrial,0.0002471879
Angpt1,Atrial,0.00024409592
