,0
Zbtb12,0.21989906
Klf2,0.034617502
Myrfl,0.13047232
Mag,0.038050868
Crocc2,0.016132558
Tmem132b,0.16490203
Zic2,0.7187949
Irf2,0.69396067
Car6,0.012333843
Gm10130,0.16198649
Zfp936,0.054316293
Col8a1,0.102533735
Ccdc162,0.30552435
Relb,0.34575698
Smoc1,0.8376964
Pax3,1.0121536
Ube2o,0.40724415
Pip5k1b,0.28856093
Mptx1,0.0
Zfp335,0.44946107
Keg1,0.008018974
Panx3,0.011743448
Lcor,1.0796051
A430033K04Rik,0.74540746
Zfp11,0.5287601
Ebf4,0.5735358
Gm21994,0.0029311508
Cntnap5a,0.1296561
Cxcl13,0.033019293
Crygd,0.0023078383
Xcr1,0.0197497
Rgs22,0.4992801
Hsf1,0.7042528
Zfp574,0.40816146
Ptprb,0.09634364
Jhy,0.065340966
A2m,0.071863376
Dgkg,0.062055063
Ckm,0.06648477
Zfp36l2,0.06059421
Fev,0.020495018
Gabrg3,0.05195324
Prg2,0.019104695
Nkx6-1,0.07711702
Cadm2,0.23220178
Olfr1437,0.0011960849
Zfp219,0.61539763
Nts,0.024536984
S100a3,0.029786121
Trim9,0.6511215
Tnnc1,0.18288623
Msc,0.019099202
Zfp395,0.21934718
Sdk1,0.08013758
Nccrp1,0.012585523
Cx3cr1,0.21237133
Snai1,0.04913025
Ubtf,0.6870532
Etv5,0.07895031
E2f1,0.6130671
Irf3,0.38566107
Zfp592,0.65957165
Kcnq3,1.0920937
Eya4,0.2969842
Klk7,0.006933837
Alb,0.24576655
Sox17,0.0071974895
Cldn6,0.035935026
Tchh,0.14271344
Foxb1,0.083580784
Myo16,0.5773193
Cxcr2,0.025371565
Pdzrn3,0.23762956
Ly6g,0.014627967
Usp53,0.62162054
Zfp296,0.024981914
Hey2,0.10078981
Kcnh1,0.24951969
Zfp683,0.023388335
Rimbp2,0.16533466
2210017I01Rik,0.0
Alx1,0.12483933
Ncf2,0.19526106
Nxph1,0.19344409
Gm12606,0.0140976105
Zfp113,0.8654317
Il15,0.019463215
Rab27b,0.052065607
Ifng,0.0
Hoxa9,0.5719474
Hpse2,0.14356568
Tubb1,0.022629397
Elf5,0.04705218
Serpina1a,0.067574956
Cd300lf,0.026406204
Tbx4,0.03922057
Ereg,0.010225798
Ovol2,0.027530115
Etv1,0.34705853
Trpm2,0.07424496
Ins1,0.0011957646
Krt17,0.015000821
Mier1,0.8329343
Lyar,0.4213
Ccser1,0.38991886
Pou5f2,0.21219297
D930020B18Rik,0.0315635
Slfn1,0.0
Tbr1,0.109280206
Zfp583,0.6066822
Susd1,0.068893164
Zbtb4,0.34699634
Dlgap2,0.15860356
Iqca,0.052125346
Stat5a,0.092318304
Nfe2l3,0.5325801
Atp6v0d2,0.025026707
Sctr,0.40835935
Ptprz1,0.30268145
Myo1g,0.020587027
H2-Eb1,0.03392947
Gm43020,0.0038746481
D5Ertd615e,0.105767466
Zbtb48,0.21689007
Qrfpr,0.020610554
