,Gli2_Gli3,Gli2_Gli1_Gli3,Gli3,Gli1_Gli3,Gli2_Gli1,Gli2,Gli1
Tpm1,0.005002530627834108,0.008056611926609968,0.0034347084638888348,0.0008428176634295389,0.011527570828386822,0.008337550995708697,0.0027731419255882296
Abca1,0.14199452447159117,0.16091141344983137,0.21146866536253914,0.22948095706544205,0.05341834962739752,0.07065224634456524,0.01712870964790816
Stat2,0.001075199661907988,0.0243175997355335,0.0017786012862514224,0.024679349624017115,0.018831066897067265,0.0045419650151711,0.023825218177024474
F2,0.2421517286351917,0.3120090878052541,0.05708879914205154,0.016321391065489736,0.3471316372609214,0.27342387008485686,0.07546614517807623
Il1b,0.4058656489955363,0.35035144068314045,0.1556502558707589,0.0984757135827816,0.1790163448405791,0.2371578934651656,0.058792286099849184
Klf6,0.15811891782643359,0.1409342412196149,0.04247673859894693,0.02518015183435075,0.09911653740374543,0.11566704657520711,0.01714737266457636
Wnt6,0.24256161025236425,0.15935849871257282,0.050108602532554024,0.13517911100390806,0.2050752449795093,0.2907682240455988,0.08982200480096864
Abi3bp,0.5679743617291814,0.7383250955110485,0.45272197483408494,0.6317642701883839,0.215626421646935,0.03777877254601808,0.18037546467739185
Anxa1,0.12097970360203877,0.14614765602285112,0.03039007158160747,0.06518445900710788,0.12301799050326655,0.09561510662668218,0.0335895189042308
Satb1,0.05260644969121574,0.05216293360541428,0.03175451676182059,0.031648601544415525,0.019580959205293808,0.019819266223265342,0.0001323932332339314
Camk4,1.719123493599755,2.859284800278851,0.05547259357533573,1.179526488713619,2.7734289373680605,1.6382102720228215,1.1231757809547573
Ccnd2,0.241370431277089,0.2708480022641205,0.06413115757423647,0.09501281303836318,0.19549244159950008,0.16727771936921654,0.02845565719695275
Preb,0.032486676101291745,0.029954830657082925,0.006003785679156791,0.0037603782668106235,0.028277618144303882,0.03135428988674148,0.0027455034978370618
Edil3,3.538662882887774,2.796621400994285,1.7349764615602368,0.9917491985132075,1.0173096003027797,1.7579676017731594,0.7423049427649562
Hgf,0.20872168025228618,0.23470783147228627,0.016244158006448236,0.044669184809681343,0.21196151350452935,0.1928870089717753,0.024042253684448033
Tcf7l2,4.261010649611684,4.567257096631592,1.1451830488302572,1.4471279795651868,3.3601880674940863,3.057800175432242,0.2949159304382137
Arid4a,0.023129448868187626,0.02666511858430142,0.007438682869513,0.01095467396422422,0.019337951571177958,0.014641216779532692,0.004158840184028841
Aqp9,0.00640873638256611,0.02025098276763452,0.04960008283287308,0.076998471529621,0.008250207780369449,0.034353324094926585,0.026592094738911682
P2rx7,0.10458080746178333,0.1111855468365498,0.020632607274950983,0.012183612337091703,0.1316510210472783,0.13091908120693552,0.002386005412359501
Fbn1,1.8514088923528664,1.9837460501592024,1.719215868239957,1.8507319183387407,0.2777250367040655,0.14229086537009178,0.1364569067082344
Sla,0.08478532563634943,0.046623075609359715,0.002987079413213266,0.035229060330129125,0.03748476714375204,0.07635529642133895,0.03932474779713597
Csf1,0.06796984351422641,0.06040958881616006,0.020996014953023792,0.01408792195795005,0.039178069168595474,0.04617070288191945,0.0074757168164946205
Ets2,0.10871934356698511,0.10161220443831254,0.07587552889447494,0.06956909557253659,0.018370266560768362,0.024867347534077485,0.005620127364544675
Snai2,0.042826485288811854,0.03268164159478899,0.01604514863999767,0.005348382997582811,0.016951876824515103,0.027214989028745938,0.010059427567358815
Smad1,0.3105176199152221,0.2603640012017775,0.14156125531951433,0.0889393006621478,0.11417745639871292,0.1628025168637133,0.05108773173311118
Foxc2,0.007152782347122211,0.007037752204420182,0.044401628907350915,0.044375486331079045,0.020041385160740492,0.019936812048547213,4.705777697432173e-05
Tgfb1,0.048470951722823105,0.05287198699042199,0.031911575905891845,0.03710295960343514,0.014172096164043212,0.009273033156492314,0.004059996957146775
Fn1,0.01834804527946396,0.020547366392714324,0.014994757908292664,0.015761804728154895,0.006781241807452267,0.004283246739551064,0.0010657206834056763
Lyn,0.36457443942362217,0.39486429909511717,0.08201515381411338,0.09934825863955282,0.36314175377216656,0.3360147494770308,0.01976787604924843
Meis2,0.7522875917289663,0.842045521654802,0.17011422962083578,0.07950268147815409,1.0101198190368441,0.9295084429477334,0.08480212304806387
Marco,0.022868260994508345,0.016116040474238272,0.011450871730516236,0.004374991761204104,0.005848203211488631,0.00897319736943336,0.003593743296616066
