names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000028883,2722.0,-2.5986872,3.5960323833804135e-58,1.4031718359950375e-54
ENSMUSG00000037849,256726.0,4.9314723,7.707221723324878e-57,1.5036789582206837e-53
ENSMUSG00000004891,6031.0,-2.282251,4.78121861618931e-56,6.218771680123563e-53
ENSMUSG00000094483,6487.0,-2.266171,9.311647335763296e-56,9.083511976037095e-53
ENSMUSG00000009471,6707.0,-3.139305,1.2835619392062972e-55,1.0016917373565944e-52
ENSMUSG00000058881,6887.0,-1.6045362,1.6685167105109003e-55,1.0850920340689221e-52
ENSMUSG00000047139,7238.0,-2.809449,2.7804653700108116e-55,1.549910839111741e-52
ENSMUSG00000047264,7436.0,-3.7185168,3.7045460926872196e-55,1.8068923567081914e-52
ENSMUSG00000034981,7922.0,-2.3758914,7.499121558412611e-55,3.2512858134362235e-52
ENSMUSG00000041583,206464.5,4.567592,1.7311425809209763e-54,6.75491835075365e-52
ENSMUSG00000037992,8674.0,-1.2485304,2.2220038510405257e-54,7.882053660691029e-52
ENSMUSG00000029580,8771.0,-1.5300261,2.5552978962990834e-54,7.882616400312702e-52
ENSMUSG00000037664,8790.0,-1.8204731,2.626192034958102e-54,7.882616400312702e-52
ENSMUSG00000018845,9871.0,-1.3255668,1.2397108443281435e-53,3.294870266928919e-51
ENSMUSG00000039323,9886.0,-1.7832628,1.2666082522791846e-53,3.294870266928919e-51
ENSMUSG00000050315,10337.0,-1.5552362,2.41287785372755e-53,5.884405865778063e-51
ENSMUSG00000024515,10779.0,-1.2505873,4.530160157699787e-53,1.0398049961967395e-50
ENSMUSG00000026043,10855.0,-2.017521,5.047559060937221e-53,1.0941986364320577e-50
ENSMUSG00000022100,11414.0,-1.4555641,1.1165718961841157e-52,2.293086073110747e-50
ENSMUSG00000038119,11657.0,-2.15861,1.5754882125615449e-52,3.073777502707574e-50
ENSMUSG00000026234,11693.0,-1.7774796,1.6578644829194582e-52,3.080470101119869e-50
ENSMUSG00000004151,11780.0,-2.4336364,1.8750754593807746e-52,3.3257020193199013e-50
ENSMUSG00000022205,11972.0,-1.58293,2.4599343721781234e-52,4.1733321392343644e-50
ENSMUSG00000051855,12142.0,-2.4652398,3.127551790288869e-52,5.084877952377986e-50
ENSMUSG00000035783,12227.0,-2.1500154,3.5261835832902e-52,5.503667336799344e-50
ENSMUSG00000042507,12377.0,-1.7396388,4.356938953471855e-52,6.538759921710453e-50
ENSMUSG00000025089,12508.0,-4.299632,5.240254651078962e-52,7.573138388337078e-50
ENSMUSG00000031558,12568.0,-2.875242,5.702310780010833e-52,7.946577379857954e-50
ENSMUSG00000052504,12622.0,-2.3703284,6.1527340778896435e-52,8.059174931231394e-50
ENSMUSG00000029838,12627.0,-2.494044,6.196187799511579e-52,8.059174931231394e-50
ENSMUSG00000025025,12664.0,-1.6409866,6.527346278582333e-52,8.216033928718795e-50
ENSMUSG00000004535,13046.0,-1.268681,1.1167079084699326e-51,1.3426154813002865e-49
ENSMUSG00000000204,265356.0,4.398317,1.1354769575322772e-51,1.3426154813002865e-49
ENSMUSG00000023067,13080.0,-1.3513248,1.1713034420405186e-51,1.3442429502476775e-49
ENSMUSG00000035183,13153.5,-3.4665444,1.2969545097557147e-51,1.4459189991619425e-49
ENSMUSG00000004821,223537.5,3.665331,1.4263027954463298e-51,1.5459537521754387e-49
ENSMUSG00000020647,13384.0,-1.1491882,1.7940244685099323e-51,1.891968507061015e-49
ENSMUSG00000026418,13419.0,-1.4699867,1.8841873353296054e-51,1.9347628901200317e-49
ENSMUSG00000028645,13565.0,-2.345307,2.3115758376074533e-51,2.3127612611139188e-49
ENSMUSG00000072889,13886.0,-1.6529114,3.6210672266730117e-51,3.532351079619523e-49
ENSMUSG00000024598,13948.0,-1.8361396,3.9485947971049054e-51,3.7579065605617905e-49
ENSMUSG00000040929,14275.0,-1.9116935,6.230855921366733e-51,5.788761858374522e-49
ENSMUSG00000044177,14543.0,-7.212222,8.217823931970508e-51,7.457197437802075e-49
ENSMUSG00000019817,14859.0,-1.5111909,1.404001239250398e-50,1.220810647517107e-48
ENSMUSG00000055639,14861.0,-1.955907,1.4079056673057357e-50,1.220810647517107e-48
ENSMUSG00000022463,15214.0,-1.3945733,2.2973262516735846e-50,1.9072695817085802e-48
ENSMUSG00000054640,15214.0,-1.601633,2.2973262516735846e-50,1.9072695817085802e-48
ENSMUSG00000076431,15284.0,-1.9814935,2.531257585414221e-50,2.0577014788096438e-48
ENSMUSG00000072294,15371.0,-1.4393005,2.8553040938330624e-50,2.273754402885022e-48
ENSMUSG00000028639,15473.0,-1.2628092,3.288159383054102e-50,2.5660795825354215e-48
ENSMUSG00000026748,15562.0,-1.7182012,3.71885320643509e-50,2.845287296374455e-48
ENSMUSG00000039089,15599.0,-1.5707827,3.9140257403479164e-50,2.937024699776456e-48
ENSMUSG00000035478,15660.0,-1.9109681,4.258307720462816e-50,3.1350786274048883e-48
ENSMUSG00000063873,15691.0,-2.3578236,4.444660685928927e-50,3.211678888239754e-48
ENSMUSG00000027361,15795.0,-1.2939091,5.131183841292419e-50,3.640341699767822e-48
