names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000094076,139160.0,27.825397,2.0203611888737338e-271,7.883449358985309e-268
ENSMUSG00000031495,155932.0,8.65103,8.568292907305916e-122,1.6716739462153842e-118
ENSMUSG00000066359,160141.0,4.8346014,2.4318315262035406e-74,3.163002205082072e-71
ENSMUSG00000021789,179775.0,5.7245255,4.890408303900294e-43,4.770593300454737e-40
ENSMUSG00000039323,2388.0,-2.248765,4.616284251819687e-35,3.5324949676305365e-32
ENSMUSG00000101447,193799.5,2.5186443,5.431822092717381e-35,3.5324949676305365e-32
ENSMUSG00000050315,2670.0,-1.8735625,7.013048802065653e-35,3.9092737750943114e-32
ENSMUSG00000052253,2891.0,-3.2221208,9.72484974163209e-35,4.7432954614810516e-32
ENSMUSG00000035566,3379.5,-3.936887,1.9983547742597353e-34,8.663978143512763e-32
ENSMUSG00000037664,3629.0,-2.220633,2.883115368209509e-34,1.1249916166753504e-31
ENSMUSG00000055409,3928.0,-4.668652,4.468126350408338e-34,1.5849662744812122e-31
ENSMUSG00000028645,4136.0,-2.9675148,6.055608614233954e-34,1.9690820677284073e-31
ENSMUSG00000096278,136414.5,1.6301761,8.039533361405807e-34,2.1871491603649195e-31
ENSMUSG00000036442,4334.0,-3.4694893,8.08289999845758e-34,2.1871491603649195e-31
ENSMUSG00000039683,4361.0,-2.2533026,8.407800462704714e-34,2.1871491603649195e-31
ENSMUSG00000042453,4626.5,-3.176794,1.2372570577070933e-33,3.0173606494831737e-31
ENSMUSG00000034981,4684.0,-2.5514705,1.345052228232092e-33,3.050033068922643e-31
ENSMUSG00000035357,4715.0,-2.2351558,1.4069860389699532e-33,3.050033068922643e-31
ENSMUSG00000068614,4794.0,-1.3891951,1.577922416077006e-33,3.2405543513328825e-31
ENSMUSG00000009471,4854.0,-3.1529033,1.721391113486e-33,3.358434062411186e-31
ENSMUSG00000059878,5085.0,-2.5629828,2.405354969341162e-33,4.46937861446153e-31
ENSMUSG00000042323,5194.0,-1.5904422,2.8159639545388507e-33,4.924533931908743e-31
ENSMUSG00000033174,5215.0,-2.5037968,2.9027237425397514e-33,4.924533931908743e-31
ENSMUSG00000029838,5246.0,-2.7335584,3.0356734612215818e-33,4.935499102369422e-31
ENSMUSG00000108986,5300.0,-2.664527,3.281855201602006e-33,4.960998364320175e-31
ENSMUSG00000047139,5305.0,-2.8132756,3.3056370443958114e-33,4.960998364320175e-31
ENSMUSG00000026043,5385.0,-2.1337204,3.710144669448257e-33,5.3618461111804065e-31
ENSMUSG00000027009,5439.0,-2.71297,4.010606837813236e-33,5.589067100409731e-31
ENSMUSG00000056758,5603.0,-1.836358,5.0793752131926595e-33,6.834386924785433e-31
ENSMUSG00000095432,5853.5,-4.2492332,7.274761530689622e-33,9.462039830916967e-31
ENSMUSG00000038119,5966.0,-2.2571092,8.556945372462123e-33,1.077070994946684e-30
ENSMUSG00000033207,6125.5,-4.0302296,1.0754454884065297e-32,1.302034772566422e-30
ENSMUSG00000026185,6142.0,-1.8626035,1.1011570347178863e-32,1.302034772566422e-30
ENSMUSG00000102758,6384.0,-2.0773118,1.5564763582348435e-32,1.7862855146565762e-30
ENSMUSG00000031558,6588.0,-3.0521939,2.0823614427394564e-32,2.3215355284483883e-30
ENSMUSG00000046179,6786.0,-2.1727753,2.760621308098975e-32,2.9922067622783895e-30
ENSMUSG00000053477,6952.0,-1.0815428,3.4952793833209783e-32,3.644092545318642e-30
ENSMUSG00000067071,6969.0,-2.950482,3.5806899304113275e-32,3.644092545318642e-30
ENSMUSG00000026459,6981.0,-2.1984262,3.6422247377608155e-32,3.644092545318642e-30
ENSMUSG00000052726,7034.0,-4.2093234,3.92680429599216e-32,3.8305975907403526e-30
ENSMUSG00000055799,7091.0,-1.7612351,4.257540379280102e-32,4.051932331695355e-30
ENSMUSG00000026418,7135.0,-1.5594256,4.531633878839331e-32,4.210103665531207e-30
ENSMUSG00000024598,7192.0,-1.9779189,4.9129090152545963e-32,4.458179297098473e-30
ENSMUSG00000051855,7259.0,-2.6425226,5.401969851481285e-32,4.777878859653195e-30
ENSMUSG00000025885,7273.0,-3.0688045,5.510111447575442e-32,4.777878859653195e-30
ENSMUSG00000025229,7309.5,-1.908751,5.802262343577763e-32,4.820526755049301e-30
ENSMUSG00000044033,7310.0,-0.7499049,5.806375127814381e-32,4.820526755049301e-30
ENSMUSG00000028581,7488.5,-4.7571826,7.434193986427363e-32,6.043380194799911e-30
ENSMUSG00000004891,7524.0,-1.9829458,7.857601248288054e-32,6.257216340983671e-30
ENSMUSG00000024548,7572.0,-1.5570401,8.408544306143866e-32,6.562027976514673e-30
ENSMUSG00000086353,7627.0,-2.0339675,9.087115733710866e-32,6.952534429988196e-30
ENSMUSG00000055639,7674.0,-2.0725024,9.709888727794922e-32,7.286151118433806e-30
ENSMUSG00000032228,7944.0,-1.3605624,1.4201339572548545e-31,1.0268998488944385e-29
ENSMUSG00000047473,7944.5,-1.9530034,1.4211325433188025e-31,1.0268998488944385e-29
ENSMUSG00000064179,8097.0,-1.2182649,1.7607409467367234e-31,1.2491656680303082e-29
ENSMUSG00000028023,8291.0,-1.6605046,2.311395539831396e-31,1.6105473922182335e-29
ENSMUSG00000024985,8413.0,-1.7215255,2.7420439639789295e-31,1.8770974644641727e-29
ENSMUSG00000063229,8512.0,-1.4472963,3.1493338126473003e-31,2.118741471887891e-29
ENSMUSG00000005583,8585.0,-0.65718526,3.487617971883931e-31,2.3065568349645932e-29
ENSMUSG00000063568,8609.0,-1.7540494,3.6065294251825316e-31,2.3454463028437064e-29
ENSMUSG00000032006,8636.0,-2.4897208,3.74512049916048e-31,2.388203672557417e-29
ENSMUSG00000063856,8646.0,-3.2216046,3.7946854868928717e-31,2.388203672557417e-29
ENSMUSG00000036264,8663.0,-3.5935905,3.888997888409304e-31,2.4087094858052547e-29
ENSMUSG00000047414,8681.0,-1.2644516,3.987952445694839e-31,2.431404756734572e-29
ENSMUSG00000019817,8770.0,-1.7117653,4.515180701490169e-31,2.710497707263791e-29
ENSMUSG00000007891,8821.0,-1.7440916,4.847904762327042e-31,2.866140057969715e-29
ENSMUSG00000001930,8999.5,-2.2489054,6.21588484679257e-31,3.5792615985882754e-29
ENSMUSG00000024515,9002.0,-1.0939445,6.237565061609501e-31,3.5792615985882754e-29
ENSMUSG00000044951,9076.0,-0.94577944,6.913677131009599e-31,3.896979223099762e-29
ENSMUSG00000029580,9084.0,-1.370632,6.990992968144114e-31,3.896979223099762e-29
ENSMUSG00000000435,9276.5,-3.2141194,9.132100950892361e-31,4.967037102492903e-29
