names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000000078,76156.0,-1.4962023,5.1807877263792735e-126,2.0215433708331926e-122
ENSMUSG00000027559,80453.0,-3.8427815,1.289317952733339e-123,2.5154593257827443e-120
ENSMUSG00000061601,81626.0,-1.8966902,5.7592005479508954e-123,7.490800179368132e-120
ENSMUSG00000032294,85472.0,-1.0999109,7.575699239625102e-121,7.390094608254287e-118
ENSMUSG00000054580,86090.0,-1.8455067,1.6522333567557398e-120,1.2894029116121794e-117
ENSMUSG00000018377,87165.0,-0.93978745,6.401937339777343e-120,4.163393249968532e-117
ENSMUSG00000030199,89257.0,-1.2006487,8.844109469796487e-119,4.9299593073065565e-116
ENSMUSG00000059742,90187.0,-1.5242385,2.830222682047709e-118,1.3804411131687702e-115
ENSMUSG00000022438,94065.0,-1.665964,3.5201442651554633e-116,1.5261781025151797e-113
ENSMUSG00000032238,97273.0,-1.2743673,1.8410273346731306e-114,7.1836886598945555e-112
ENSMUSG00000022708,98796.0,-1.120491,1.1922736439373161e-113,4.229319780584916e-111
ENSMUSG00000039167,100970.5,-3.8957827,2.4407468301098535e-113,7.93649510924054e-111
ENSMUSG00000034040,99532.0,-1.2374198,2.933602588107165e-113,8.805320999072429e-111
ENSMUSG00000018678,100823.0,-1.0302961,1.4178777155934717e-112,3.951827747318376e-110
ENSMUSG00000002265,102016.0,-0.78764284,6.054378530932222e-112,1.5749456685131684e-109
ENSMUSG00000027200,102309.0,-1.3033023,8.642267676681208e-112,2.1076330296506297e-109
ENSMUSG00000028328,104025.0,-0.9668214,6.912750681506652e-111,1.5866795976022915e-108
ENSMUSG00000027435,108204.5,-2.7962632,8.765411730151524e-109,1.900146476169514e-106
ENSMUSG00000022526,109188.0,-0.85864884,3.421537227613038e-108,7.026756980076881e-106
ENSMUSG00000069729,110814.0,-0.74832565,2.3761407798562204e-107,4.635850661499486e-105
ENSMUSG00000066551,111546.0,-0.9547166,5.671290090566477e-107,1.0537797111138283e-104
ENSMUSG00000026028,111630.0,-1.1597677,6.266047171342833e-107,1.1113689119354424e-104
