names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000018623,276530.0,5.3632126,3.0251263686248836e-149,1.1804043090374296e-145
ENSMUSG00000093451,254736.0,7.908968,5.1426707803747744e-138,1.0033350692511185e-134
ENSMUSG00000054160,277317.0,1.0576043,7.394977837009118e-137,9.618401173336527e-134
ENSMUSG00000079009,298465.0,5.146615,6.965213284719242e-129,6.794565559243621e-126
ENSMUSG00000060112,248570.0,5.301548,3.186573458009775e-106,2.4868019266308285e-103
ENSMUSG00000040165,262911.5,6.461485,1.9865848764392395e-93,1.2919423646443188e-90
ENSMUSG00000020871,297626.0,4.320544,2.3741574627184066e-81,1.3234232027896032e-78
ENSMUSG00000089844,256902.0,5.2647195,4.451249481824247e-78,2.1710969347597766e-75
ENSMUSG00000049972,311803.0,2.3187938,2.6780108269527306e-76,1.161066471863284e-73
ENSMUSG00000074731,325401.0,1.7542477,5.71912350319156e-63,2.2316019909453466e-60
ENSMUSG00000048015,360703.0,2.602542,1.8898426982952455e-62,6.703787462498226e-60
ENSMUSG00000104553,265307.0,3.7795618,3.250811919469907e-62,1.057055675814298e-59
ENSMUSG00000025089,389306.0,1.4764217,1.2073666919393519e-59,3.623957563036424e-57
ENSMUSG00000056300,339095.0,2.502035,9.337540029118523e-59,2.60250579954432e-56
ENSMUSG00000032452,387386.0,1.5771646,1.805071851728047e-58,4.695593576961893e-56
ENSMUSG00000027971,386960.0,2.053522,3.277020019082073e-58,7.991832571536407e-56
ENSMUSG00000025790,15693.0,-2.3552659,4.173629589069041e-58,9.579707445027882e-56
ENSMUSG00000007872,386154.0,1.3200223,1.0090855165731524e-57,2.1874731587046894e-55
ENSMUSG00000029757,385721.0,1.1728851,1.8427020916294692e-57,3.784328190283257e-55
ENSMUSG00000038119,385022.0,0.8443336,4.856862231093491e-57,9.475738212863402e-55
ENSMUSG00000034981,384935.0,1.1075474,5.478121301210953e-57,9.933606929318868e-55
ENSMUSG00000001661,384919.0,1.3300487,5.600700985264355e-57,9.933606929318868e-55
ENSMUSG00000029563,384546.0,1.4998881,9.377135100925367e-57,1.590851354948295e-54
ENSMUSG00000036172,369255.0,2.4728699,1.1031309773742313e-56,1.7935071140476046e-54
ENSMUSG00000041313,18374.0,-3.0408165,1.7199730516743104e-56,2.6845339390532636e-54
ENSMUSG00000073940,18699.5,-4.6000366,2.6876898741279975e-56,4.0336022649413253e-54
ENSMUSG00000019899,383039.0,0.63310677,7.443617254393187e-56,1.0757405380237858e-53
ENSMUSG00000028364,19799.0,-3.6557596,1.2145966643150397e-55,1.6926272086276017e-53
ENSMUSG00000019256,382434.0,1.2083602,1.70158766979667e-55,2.289515547429864e-53
ENSMUSG00000071714,381970.0,1.5470809,3.152246941719868e-55,4.0369263396356565e-53
ENSMUSG00000055639,381969.0,1.0109794,3.207194170392244e-55,4.0369263396356565e-53
ENSMUSG00000069919,20549.0,-3.269923,3.374736544384547e-55,4.1150693738089075e-53
ENSMUSG00000036158,381848.0,0.659344,3.781163366233719e-55,4.470939228801203e-53
ENSMUSG00000026494,381822.0,1.3791232,3.9172638009709105e-55,4.495636279820144e-53
ENSMUSG00000035357,381015.0,1.0424703,1.1710203996769973e-54,1.3055204570113266e-52
ENSMUSG00000001506,21822.0,-3.8075056,1.8979161119507295e-54,2.057130185786596e-52
ENSMUSG00000024548,380609.0,0.91568327,2.0278211396686053e-54,2.138529212699162e-52
ENSMUSG00000027102,380207.0,0.96142733,3.4883292145116666e-54,3.5819633144801374e-52
ENSMUSG00000030551,380007.0,1.291773,4.5670055810513884e-54,4.569347635195517e-52
ENSMUSG00000062175,379919.0,1.1266342,5.141325034217219e-54,5.015362570878897e-52
ENSMUSG00000028883,379368.0,1.0194293,1.077999860869034e-53,1.0259403553929197e-51
ENSMUSG00000047495,379313.0,1.3598243,1.1603510934768821e-53,1.0780214206539986e-51
ENSMUSG00000026141,378725.0,0.9259553,2.5503722783808646e-53,2.3143145651725892e-51
ENSMUSG00000027500,24674.0,-2.9428635,8.676721891629855e-53,7.694674732077203e-51
ENSMUSG00000021732,377775.0,1.5613298,9.046865055436513e-53,7.844637210291838e-51
ENSMUSG00000032006,377748.0,1.3591582,9.381749046791081e-53,7.958170604473652e-51
ENSMUSG00000023886,24750.0,-2.9575076,9.600427552995824e-53,7.970397513146745e-51
ENSMUSG00000039081,377664.0,0.95878285,1.0489984224144696e-52,8.527483008877625e-51
ENSMUSG00000052305,25185.0,-5.689582,1.7099630400038718e-52,1.3616889351214506e-50
ENSMUSG00000004661,376659.0,1.4755728,3.973394808648194e-52,3.1008373086690506e-50
ENSMUSG00000040929,376617.0,0.91821194,4.200132291471015e-52,3.213512980650961e-50
ENSMUSG00000054967,376385.0,1.618903,4.388362618693661e-52,3.292959795796666e-50
ENSMUSG00000079277,376540.0,1.3404948,4.649752952682171e-52,3.4232709474275154e-50
ENSMUSG00000035125,376179.0,1.0778139,7.486018864438778e-52,5.409341779451872e-50
ENSMUSG00000036264,375825.0,1.2545812,1.1930279216615837e-51,8.463990818769999e-50
ENSMUSG00000028399,375770.0,0.5806695,1.2825093807294806e-51,8.936342149297202e-50
ENSMUSG00000031673,375585.0,1.2921791,1.6354576305032998e-51,1.1195711709164695e-49
ENSMUSG00000028019,375255.0,1.031077,2.5217011137089352e-51,1.6964961630503906e-49
