names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000096054,3726.0,-2.0525434,4.039281217712265e-63,1.5761275311513258e-59
ENSMUSG00000028565,4306.0,-2.5116992,9.548855074950606e-63,1.8629816251228633e-59
ENSMUSG00000069919,4918.0,-5.0295286,2.35826280442201e-62,2.5480801027373026e-59
ENSMUSG00000021732,382413.0,2.1364958,2.6120759638516684e-62,2.5480801027373026e-59
ENSMUSG00000025754,5216.0,-6.6009808,3.66206381290068e-62,2.8578745995876907e-59
ENSMUSG00000078302,380318.0,3.3188925,5.907260209955171e-62,3.3545963894434413e-59
ENSMUSG00000005148,5553.0,-2.9115088,6.017984296797562e-62,3.3545963894434413e-59
ENSMUSG00000036030,381295.0,2.687564,1.312248863192967e-61,6.400493830223697e-59
ENSMUSG00000032036,6451.0,-4.339959,2.2484317900403852e-61,9.748200938597314e-59
ENSMUSG00000031097,6527.0,-5.9581957,2.5134469709469265e-61,9.807470080634907e-59
ENSMUSG00000079110,6794.5,-3.0066655,3.717193813412512e-61,1.2712229350724146e-58
ENSMUSG00000069670,6829.0,-2.4572744,3.909450338510757e-61,1.2712229350724146e-58
ENSMUSG00000028977,7335.0,-1.0447775,8.181991125618496e-61,2.455856105551029e-58
ENSMUSG00000019929,7447.5,-8.677357,9.376086783932285e-61,2.5685458980690934e-58
ENSMUSG00000020182,7464.0,-1.8411356,9.873959116103639e-61,2.5685458980690934e-58
ENSMUSG00000060882,7681.0,-3.281716,1.3542046942772495e-60,3.3025666981686424e-58
ENSMUSG00000038156,379465.0,1.8714163,1.9591508676771556e-60,4.496827462162506e-58
ENSMUSG00000022952,8163.0,-3.090871,2.7280185307961454e-60,5.63041834645559e-58
ENSMUSG00000030222,8167.0,-4.4617043,2.741618364496571e-60,5.63041834645559e-58
ENSMUSG00000027868,8496.0,-2.944253,4.4211001448195545e-60,8.625566382542951e-58
ENSMUSG00000031841,9433.0,-1.6357523,1.7120958378713203e-59,3.181237123511377e-57
ENSMUSG00000027210,377778.0,1.5233073,2.2478781644478908e-59,3.986918453488941e-57
ENSMUSG00000049134,10088.5,-5.2973166,4.395129650401049e-59,7.325496788947828e-57
ENSMUSG00000049744,10131.0,-5.9176526,4.6010418980055055e-59,7.325496788947828e-57
ENSMUSG00000001435,377266.0,2.0895734,4.693424390663653e-59,7.325496788947828e-57
ENSMUSG00000040428,10595.0,-4.3952894,9.062805722837725e-59,1.3601179973274157e-56
ENSMUSG00000073940,10994.5,-5.472817,1.6076197290801758e-58,2.323308215878091e-56
ENSMUSG00000031461,11049.0,-2.7670279,1.740462444944698e-58,2.425458735776504e-56
ENSMUSG00000061578,11541.5,-2.732706,3.5144185970942816e-58,4.728710815814444e-56
ENSMUSG00000020902,375683.0,2.0540528,4.51217728832576e-58,5.736701557114496e-56
ENSMUSG00000033060,11724.0,-2.058906,4.557605029998702e-58,5.736701557114496e-56
ENSMUSG00000037736,11804.0,-1.9338598,5.1072148546281056e-58,6.227610113362146e-56
ENSMUSG00000001911,11843.5,-7.1092496,5.300285151625144e-58,6.267185655042822e-56
ENSMUSG00000038692,375509.0,1.8437335,5.774191410289699e-58,6.62673378910306e-56
