names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000111014,261292.5,27.816248,1.4654088617022892e-265,5.718025378362332e-262
ENSMUSG00000062878,257421.5,27.659903,5.680864529244662e-249,1.1083366696556336e-245
ENSMUSG00000058287,260752.5,5.7634196,1.2411497849953362e-209,1.6143221536839338e-206
ENSMUSG00000078869,253927.0,4.822787,3.5327590114247284e-99,3.4462064156448227e-96
ENSMUSG00000033730,251864.0,5.4252768,2.763596242925681e-93,2.1567105079792016e-90
ENSMUSG00000073922,262784.0,3.2434192,3.3060822987410313e-70,2.1500555216145843e-67
ENSMUSG00000030173,256727.0,2.2280927,3.6227618004418065e-62,2.0194309350462753e-59
ENSMUSG00000038679,18744.0,-1.1017531,1.1775137556559633e-55,5.743323343211961e-53
ENSMUSG00000044985,231056.0,7.9261446,3.4316060525847725e-51,1.487791868576198e-48
ENSMUSG00000022306,27053.0,-1.6739509,8.174650497629968e-51,3.1897486241752137e-48
ENSMUSG00000060988,29251.0,-2.3597388,1.4301402254599188e-49,5.073097417949639e-47
ENSMUSG00000057098,30052.0,-1.4604821,4.02171903229524e-49,1.3077289720013355e-46
ENSMUSG00000036523,31617.0,-3.90653,2.8692120156548207e-48,8.612050219296238e-46
ENSMUSG00000025932,31693.0,-1.3478332,3.2941992207060994e-48,9.181403827996572e-46
ENSMUSG00000074665,280165.0,3.501462,5.572366816108111e-48,1.4495583544302567e-45
ENSMUSG00000034488,36184.0,-1.8128359,9.381148137724202e-46,2.28782750208749e-43
ENSMUSG00000069727,36441.0,-1.0369416,1.290385479877615e-45,2.961814201460267e-43
ENSMUSG00000095362,39565.0,-1.8475287,5.965336626624031e-44,1.2931524176159426e-41
ENSMUSG00000037138,39659.0,-2.0411751,6.701699273680069e-44,1.3763173982052436e-41
ENSMUSG00000055202,40837.0,-2.5857897,2.7770452430091975e-43,5.418015269110945e-41
ENSMUSG00000021879,356664.0,1.1684049,1.1928314382151839e-42,2.2163944151979274e-40
ENSMUSG00000078902,43510.0,-2.7271705,6.649426855628086e-42,1.1793665268482177e-39
ENSMUSG00000030263,43861.0,-4.0994906,7.69087650346827e-42,1.3047739181101387e-39
ENSMUSG00000030306,44105.0,-1.3793758,1.3820936510155831e-41,2.2470539276095022e-39
ENSMUSG00000079560,45039.0,-1.7033176,4.1526079125591023e-41,6.481390429922247e-39
ENSMUSG00000057816,352728.0,1.6696658,1.2150534860528578e-40,1.8126841344058887e-38
ENSMUSG00000030786,352585.0,1.3081974,1.2542919433356995e-40,1.8126841344058887e-38
ENSMUSG00000025997,46130.0,-0.9610231,1.4900959048297396e-40,2.0765550788020155e-38
ENSMUSG00000029771,47521.0,-3.4805565,6.528523688029891e-40,8.78424118299746e-38
ENSMUSG00000057329,47900.0,-1.2296712,1.1610907533322485e-39,1.5101920398341447e-37
ENSMUSG00000097071,48326.0,-2.089487,1.8964323812595137e-39,2.387057790862781e-37
ENSMUSG00000074863,48845.0,-2.8754957,3.1533245858965334e-39,3.6826469037923922e-37
ENSMUSG00000028289,48770.0,-1.794535,3.1577710631672176e-39,3.6826469037923922e-37
ENSMUSG00000024511,48784.0,-1.188051,3.208867112479276e-39,3.6826469037923922e-37
ENSMUSG00000048897,49822.0,-0.8387331,1.0507219266595304e-38,1.1714048450929963e-36
ENSMUSG00000055240,50325.0,-1.4479572,1.8613064148874842e-38,2.0174493419141565e-36
ENSMUSG00000048960,50358.0,-1.985128,1.9313255036947018e-38,2.0367654365991155e-36
ENSMUSG00000055761,50422.0,-1.407975,2.078007449380399e-38,2.133785544074294e-36
ENSMUSG00000052534,51089.0,-0.6598633,4.420755300611171e-38,4.4230223546114845e-36
ENSMUSG00000042256,51500.0,-1.9446334,7.019814327903348e-38,6.847828876869716e-36
ENSMUSG00000045333,51832.0,-1.0276539,1.0209137530258886e-37,9.716110888553701e-36
ENSMUSG00000078861,51921.0,-1.9810244,1.1244352199038495e-37,1.0446538638249572e-35
ENSMUSG00000019880,52817.5,-1.5240611,3.07730879253355e-37,2.792478815922305e-35
ENSMUSG00000032517,263863.5,2.1904666,3.707054154953717e-37,3.2874830255975914e-35
ENSMUSG00000042063,53163.0,-1.0048462,4.525148195147517e-37,3.923806279436803e-35
ENSMUSG00000040473,53418.0,-2.0381334,5.948863612538278e-37,5.046188220896601e-35
ENSMUSG00000038871,53740.0,-1.01794,8.59294670403273e-37,7.133974050879939e-35
ENSMUSG00000052613,54257.0,-1.2979014,1.5233212302692696e-36,1.2383332167730603e-34
ENSMUSG00000097305,54399.0,-1.932174,1.778751933933786e-36,1.4164673563693128e-34
ENSMUSG00000023914,336388.0,1.7438724,3.3040914953460205e-36,2.5785130029680344e-34
ENSMUSG00000035799,55157.0,-2.865095,3.936097457489519e-36,3.0115004468870795e-34
ENSMUSG00000063531,343081.0,0.9254264,6.915465856432576e-36,5.189259186884599e-34
ENSMUSG00000036461,56073.0,-0.82622695,1.1200520685281905e-35,8.246119191315093e-34
