names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000032366,35314.0,-1.3119495,4.051063860539258e-106,1.5807251183824184e-102
ENSMUSG00000028465,36878.0,-1.1678227,3.4556708257046623e-105,6.742013780949796e-102
ENSMUSG00000024955,51880.0,-2.4810503,1.8072401908746666e-96,2.350617074930983e-93
ENSMUSG00000030730,53838.0,-0.9265244,2.3263627202421843e-95,2.2693668335962507e-92
ENSMUSG00000031503,55556.0,-1.2098155,2.1624699083110047e-94,1.687591516445908e-91
ENSMUSG00000090523,56381.0,-2.5207522,6.282251666082048e-94,4.085557666842025e-91
ENSMUSG00000035478,56809.0,-1.4229171,1.0913923078919251e-93,6.083732550563274e-91
ENSMUSG00000021200,57047.0,-0.96163607,1.4832556102994547e-93,7.23457923923559e-91
ENSMUSG00000032294,60577.0,-1.1223986,1.3678408422736767e-91,5.930349962835429e-89
ENSMUSG00000061462,61030.0,-1.1547534,2.4358124894520166e-91,9.504540333841768e-89
ENSMUSG00000001419,61311.0,-1.0648135,3.482755911029743e-91,1.2354285058943689e-88
ENSMUSG00000067818,61581.0,-1.337961,4.9090468352545256e-91,1.5962583959302634e-88
ENSMUSG00000039759,63512.0,-1.1009705,5.6694254916736435e-90,1.7016998668085042e-87
ENSMUSG00000026208,64339.0,-1.0595456,1.6093893862515048e-89,4.485598132252408e-87
ENSMUSG00000031543,64751.0,-1.1220562,2.70374619745811e-89,7.03334510832103e-87
ENSMUSG00000000031,65174.0,-1.1326882,4.60241614416337e-89,1.0670638962529618e-86
ENSMUSG00000028328,65182.0,-1.0222447,4.648920101563391e-89,1.0670638962529618e-86
ENSMUSG00000026135,65869.5,-1.5779519,1.1018718637835586e-88,2.388613340268581e-86
ENSMUSG00000022389,65967.0,-1.2346817,1.2452596931586926e-88,2.5573701698448517e-86
ENSMUSG00000017300,66172.0,-1.9706863,1.6100302441077264e-88,3.098388618051249e-86
ENSMUSG00000037415,66200.0,-1.0093508,1.6675079697354236e-88,3.098388618051249e-86
ENSMUSG00000061601,66297.0,-1.8557023,1.882899875329801e-88,3.3395796879713104e-86
ENSMUSG00000024661,68057.0,-1.587774,1.695974838349026e-87,2.8772581822773476e-85
ENSMUSG00000022438,68210.0,-1.7038325,2.051903477306802e-87,3.3360530701879754e-85
ENSMUSG00000007891,69103.0,-1.0725454,6.226679138249877e-87,9.718600798980407e-85
ENSMUSG00000000594,70263.0,-2.4366896,2.6145146580550974e-86,3.9237831522042267e-84
ENSMUSG00000046792,72222.0,-1.1445514,2.933962514864745e-85,4.240119160371199e-83
ENSMUSG00000022553,72431.0,-1.4120094,3.792986828243543e-85,5.285798072787966e-83
ENSMUSG00000034271,73749.0,-2.1698759,1.9074411881539257e-84,2.5664950055781443e-82
ENSMUSG00000020029,75409.0,-1.5156251,1.445597743517482e-83,1.8802407984017383e-81
ENSMUSG00000032126,75640.0,-2.0425289,1.9136530188520476e-83,2.408733574051835e-81
ENSMUSG00000030399,76065.0,-5.874841,3.2078244148314867e-83,3.911540895835144e-81
ENSMUSG00000021798,76832.0,-1.2878358,8.132338195823701e-83,9.61587383033457e-81
ENSMUSG00000034762,76933.0,-2.5245156,9.190257077238566e-83,1.0547171504524966e-80
ENSMUSG00000022500,77384.0,-1.5235417,1.585910975731796e-82,1.7680641792301335e-80
ENSMUSG00000073423,77449.0,-1.4087617,1.7155633230878724e-82,1.8594800240802438e-80
