names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000050028,272577.5,8.309157,3.7044070794925274e-259,1.445459642417984e-255
ENSMUSG00000049691,245075.5,7.7198086,1.0198066889351044e-111,1.9896428501123887e-108
ENSMUSG00000029112,269344.5,4.28159,1.714915171811716e-109,2.2305330001364386e-106
ENSMUSG00000094878,250390.0,5.7770395,9.889692606004535e-100,9.647395137157423e-97
ENSMUSG00000109449,263249.0,4.7244315,7.874197943448106e-74,6.145024075066902e-71
ENSMUSG00000044167,391382.0,0.97871846,1.1276987399431836e-62,7.333800805430504e-60
ENSMUSG00000010175,389518.0,1.1554724,1.689171894583857e-61,9.415926760951728e-59
ENSMUSG00000035934,386871.0,0.8852173,7.539988032120942e-60,3.6776291626669897e-57
ENSMUSG00000032087,386207.0,1.8686249,1.939071888752083e-59,8.1808304950487e-57
ENSMUSG00000049184,386152.0,0.8802928,2.096573678895105e-59,8.1808304950487e-57
ENSMUSG00000037621,385664.0,1.0761524,4.1875916174771745e-59,1.4170041452173734e-56
ENSMUSG00000000861,385607.0,1.1550298,4.539817821234538e-59,1.4170041452173734e-56
ENSMUSG00000057173,385527.0,2.1671066,4.720926162948707e-59,1.4170041452173734e-56
ENSMUSG00000030067,385196.0,0.8590917,8.117577197049721e-59,2.2624847302062865e-56
ENSMUSG00000036867,384344.0,1.4037837,2.696879050690856e-58,7.01548137053048e-56
ENSMUSG00000032481,384252.0,0.7196515,3.0691976995185597e-58,7.485005889700888e-56
ENSMUSG00000024985,383676.0,0.91135913,6.886899690056524e-58,1.5807460347412093e-55
ENSMUSG00000042757,382903.0,1.1881574,2.0293693595295522e-57,4.399221800491285e-55
ENSMUSG00000015843,382761.0,1.0147511,2.4738056952244894e-57,5.080415696192609e-55
ENSMUSG00000021127,382033.0,0.81991506,6.811650387464871e-57,1.3289529905943964e-54
ENSMUSG00000036158,381877.0,0.69037694,8.458394942654628e-57,1.571650336487541e-54
ENSMUSG00000028023,381075.0,1.055321,2.5672547375094887e-56,4.5533763571645566e-54
ENSMUSG00000028487,380486.0,1.2668413,5.784252847487978e-56,9.813110700390474e-54
ENSMUSG00000043639,379616.0,0.48719233,1.91095888152609e-55,3.106900648214501e-53
ENSMUSG00000041771,379494.0,2.1355097,2.0729029014166164e-55,3.235386848531055e-53
ENSMUSG00000041731,379263.0,0.79646826,3.098336171850622e-55,4.649887593292741e-53
ENSMUSG00000031520,379105.0,1.4233433,3.845235450637279e-55,5.557077306809875e-53
ENSMUSG00000025229,378846.0,0.9260329,5.476847111882479e-55,7.63237765377337e-53
ENSMUSG00000051149,378707.0,0.66893107,6.620219017939623e-55,8.90761883034497e-53
ENSMUSG00000007880,378327.0,0.582018,1.1108475142725305e-54,1.4448423335638047e-52
ENSMUSG00000021010,377683.0,0.9192703,2.6639189585730113e-54,3.353100573016739e-52
ENSMUSG00000016477,377518.0,0.8627071,3.3314109074572123e-54,4.062239175280638e-52
ENSMUSG00000029249,377474.0,0.81509376,3.535971034506241e-54,4.181017871710107e-52
ENSMUSG00000066363,250602.0,0.36257958,4.260744198192049e-54,4.8898305474545224e-52
ENSMUSG00000055799,376635.0,0.72505933,1.098462682229197e-53,1.2246289674452363e-51
ENSMUSG00000032402,376470.0,0.8106546,1.3719129289520357e-53,1.487001180214123e-51
ENSMUSG00000027204,375729.0,0.9010734,3.713513478661544e-53,3.916251241550634e-51
