names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000067522,251420.0,27.478569,1.433141131582218e-193,5.592116695433815e-190
ENSMUSG00000058270,243495.0,6.9958425,1.9227622697947033e-139,3.751309188369466e-136
ENSMUSG00000079298,312074.0,4.200056,2.1289796731753945e-119,2.7690928949101295e-116
ENSMUSG00000026818,336693.0,1.4478238,7.988091612854463e-112,7.792383368339529e-109
ENSMUSG00000062751,297036.0,3.8950055,2.5082772531668485e-109,1.9574595683714083e-106
ENSMUSG00000070990,355879.0,1.6020542,5.723398760010756e-108,3.722116993593662e-105
ENSMUSG00000090588,268199.0,3.3356247,1.5551536523628152e-101,8.668870787885292e-99
ENSMUSG00000029882,277221.0,1.2228335,8.391481274484615e-98,4.092944991629871e-95
ENSMUSG00000021335,361325.5,2.9917016,2.4797747801446896e-96,1.0751201324582866e-93
ENSMUSG00000024225,365149.0,1.6968055,5.815735384579748e-86,2.2692999470630177e-83
ENSMUSG00000027483,367500.0,4.526782,6.780246207522302e-85,2.4051382456138203e-82
ENSMUSG00000058579,273759.0,1.8832808,6.659743285837171e-83,2.165526525111387e-80
ENSMUSG00000051490,299854.0,3.8499823,1.4558980569319972e-79,4.369934013960502e-77
ENSMUSG00000087659,327879.0,3.8518147,2.734828953673044e-79,7.622358983737297e-77
ENSMUSG00000058354,387323.0,2.6759589,1.8735883025685118e-78,4.873827704414888e-76
ENSMUSG00000055368,372859.0,3.1004868,8.181003074476001e-77,1.9951421247878347e-74
ENSMUSG00000050224,351982.0,1.1207238,1.929723926092508e-76,4.4292839762429216e-74
ENSMUSG00000009248,356419.5,2.6779375,5.573037508199475e-72,1.2081106864996862e-69
ENSMUSG00000019936,378486.5,2.2595098,2.4758918514354937e-69,5.0847000022638404e-67
ENSMUSG00000031957,379849.0,2.242399,2.19729119375802e-68,4.286915119021897e-66
ENSMUSG00000041578,329711.0,2.1341896,3.3126525170972555e-68,6.155223867482615e-66
ENSMUSG00000068078,342827.0,1.0342155,6.166954544778713e-68,1.0937934833512063e-65
ENSMUSG00000058119,257225.5,-1.4445313,1.0244663079336684e-67,1.7380293624161626e-65
ENSMUSG00000029368,406837.0,1.7221117,3.392826689241217e-67,5.516170725591347e-65
ENSMUSG00000026327,346850.0,2.7274308,2.9889326344724873e-65,4.665126055884658e-63
ENSMUSG00000032554,403627.0,1.6155319,3.892091540023756e-65,5.841131226604883e-63
ENSMUSG00000029306,394866.0,2.1778812,5.060656178746696e-65,7.313585336840596e-63
ENSMUSG00000060630,258029.5,4.225467,2.4209095960214876e-64,3.3737104441699447e-62
ENSMUSG00000041644,322619.0,1.6908122,8.287519492166672e-64,1.1151000364977364e-61
ENSMUSG00000001865,394952.0,2.7393007,1.076391219034051e-63,1.3924785160018064e-61
ENSMUSG00000023031,363366.0,1.6787289,1.1062745770388518e-63,1.3924785160018064e-61
ENSMUSG00000039710,292693.5,4.4948325,2.6965837500784353e-63,3.288146810251892e-61
ENSMUSG00000054932,400542.0,1.6307722,3.499378785734404e-63,4.048696929880039e-61
ENSMUSG00000071158,270792.5,3.3375995,3.5278240803670255e-63,4.048696929880039e-61
ENSMUSG00000026983,315827.0,2.7789893,3.995536890680874e-63,4.454452842124792e-61
ENSMUSG00000074199,372887.0,1.9971608,2.0670878233789964e-62,2.2404935241180123e-60
ENSMUSG00000079597,374203.0,2.1725156,8.380660886571409e-62,8.838199670108551e-60
ENSMUSG00000049583,397190.0,1.8373904,3.9770861210439184e-61,4.083839485345624e-59
ENSMUSG00000037254,396831.0,1.8781433,4.968333863181763e-61,4.970881726701343e-59
ENSMUSG00000038641,364000.0,2.9231637,5.097356643346131e-61,4.97247140558415e-59
ENSMUSG00000024164,395902.0,1.9088044,6.199941191836489e-61,5.900529397694142e-59
ENSMUSG00000006574,394501.0,1.860161,1.8898017224696725e-59,1.7557157907325387e-57
ENSMUSG00000034248,394443.0,1.33687,2.0496927043559694e-59,1.8599769610225563e-57
ENSMUSG00000101415,256264.0,6.5578337,4.138168886874279e-59,3.6698034083144174e-57
ENSMUSG00000022783,379796.0,2.6063502,7.910614661710435e-59,6.859381868887582e-57
ENSMUSG00000028415,309681.0,3.2206535,1.3875367547571408e-58,1.176993134143992e-56
ENSMUSG00000000216,315233.0,1.737414,2.058791114985569e-58,1.7092346661007851e-56
ENSMUSG00000026070,336700.0,1.2318969,2.4058163686149198e-58,1.9557282229865451e-56
ENSMUSG00000032281,380497.0,2.2458227,3.660143334699308e-58,2.9146692432646324e-56
ENSMUSG00000075370,328127.0,2.5739782,5.401214552208233e-58,4.215107836543306e-56
ENSMUSG00000030209,390753.0,1.2035725,3.417171721646264e-57,2.6144713838948477e-55
ENSMUSG00000021314,390520.0,1.7048731,3.800193497906586e-57,2.8516067363137498e-55
ENSMUSG00000061808,390511.0,1.6112211,4.6961767544321944e-57,3.457449376564985e-55
ENSMUSG00000047261,390392.0,1.3599584,5.59862056395118e-57,4.0455217482476865e-55
ENSMUSG00000034098,390270.0,2.0095212,6.503890740580466e-57,4.614214849044541e-55
ENSMUSG00000022868,389352.0,1.5645669,6.891726350337713e-57,4.8020564676817425e-55
ENSMUSG00000047730,320951.5,1.7866691,8.213728640478575e-57,5.622801606166211e-55
ENSMUSG00000074625,350255.0,1.6977111,9.064316619672911e-57,6.098097146545465e-55
ENSMUSG00000033860,387623.0,1.747404,9.7696514729408e-57,6.4612169571889836e-55
ENSMUSG00000048699,269742.0,1.0183537,1.545566405029035e-56,1.0051333520705491e-54
ENSMUSG00000062478,292274.0,4.361486,4.2559861825751025e-56,2.722435751542303e-54
ENSMUSG00000042179,374575.0,2.1300156,5.055901459338857e-56,3.181956047474229e-54
ENSMUSG00000022157,333426.5,0.88366735,5.405679009131123e-56,3.3480888085126417e-54
ENSMUSG00000028825,388500.0,1.8948197,6.157028908166591e-56,3.7538635624478187e-54
ENSMUSG00000036814,368458.0,1.8816903,1.2588900009002408e-55,7.557213513096523e-54
ENSMUSG00000075184,385601.0,1.9737649,1.6227152291393956e-55,9.593689127427154e-54
ENSMUSG00000038560,359621.0,2.6342988,3.696113725227441e-55,2.1525725008712653e-53
ENSMUSG00000073940,387264.0,1.7731694,3.9274041851778214e-55,2.2536369309652736e-53
ENSMUSG00000049103,364204.5,1.3924729,7.987157604647318e-55,4.516795503381715e-53
ENSMUSG00000030693,364141.0,1.6863745,1.2075600082862384e-54,6.731284503332718e-53
ENSMUSG00000035653,386368.0,1.4509692,1.3107774919998592e-54,7.203737709554156e-53
ENSMUSG00000066366,384149.0,1.6963894,1.368103325334947e-54,7.414359965912449e-53
ENSMUSG00000020598,385939.0,1.0711361,2.3296097926325536e-54,1.2452243028564692e-52
ENSMUSG00000053825,385884.0,1.4207227,2.5072946549391028e-54,1.3220896950773486e-52
ENSMUSG00000057058,381255.0,2.1416159,4.841837495244621e-54,2.5190466541926016e-52
ENSMUSG00000032083,385070.0,1.4204394,6.090746926274996e-54,3.127117698200663e-52
ENSMUSG00000022311,384904.0,1.591274,9.247724549674078e-54,4.686314440627046e-52
ENSMUSG00000030077,384844.0,1.4133645,1.0014111395385252e-53,5.009623418563238e-52
ENSMUSG00000022742,384680.0,1.3516302,1.2478894375235074e-53,6.1636260572363614e-52
ENSMUSG00000056158,384361.0,1.8873969,1.6284100114057137e-53,7.942569830631368e-52
ENSMUSG00000024109,384418.0,1.4952065,1.7669670424971581e-53,8.415404381948842e-52
ENSMUSG00000035681,384371.0,1.6308571,1.7734033260354038e-53,8.415404381948842e-52
ENSMUSG00000024990,384331.0,1.5645972,1.7900527004145407e-53,8.415404381948842e-52
ENSMUSG00000071019,327489.0,2.8404722,1.994350123282856e-53,9.200529378203248e-52
