names,scores,logfoldchanges,pvals,pvals_adj
ENSMUSG00000044243,236093.0,8.30475,7.489904175645666e-149,2.9225606093369387e-145
ENSMUSG00000067299,351288.0,3.9437478,6.490868456077485e-115,1.2663684357807172e-111
ENSMUSG00000046082,268068.0,4.4429274,1.5590834867272588e-101,2.0278479217365878e-98
ENSMUSG00000103523,242784.0,2.6895354,2.6586246788598896e-93,2.5934883742278223e-90
ENSMUSG00000060509,255174.0,5.637109,3.629940056234303e-82,2.83280521988525e-79
ENSMUSG00000030165,246782.0,3.4876592,2.099904083811423e-75,1.365637622505362e-72
ENSMUSG00000075066,238360.0,4.6920385,5.989418438770202e-72,3.3386729640116183e-69
ENSMUSG00000103168,269485.0,4.847347,4.6292994472192945e-64,2.2579408053812108e-61
ENSMUSG00000030963,261127.0,4.987279,5.116816878725139e-63,2.2184243845317216e-60
ENSMUSG00000067996,290691.0,2.456327,3.898344638041055e-62,1.5211340777636195e-59
ENSMUSG00000022150,6876.0,-2.3813941,1.0049308641077002e-61,3.56476384704386e-59
ENSMUSG00000001870,8689.0,-2.1788797,1.4044202968513993e-60,4.5667066652618e-58
ENSMUSG00000031673,9928.0,-4.000964,8.393046335746258e-60,2.5192051386216845e-57
ENSMUSG00000029249,12157.0,-1.8106276,2.0315228349845137e-58,5.662144358649695e-56
ENSMUSG00000036242,12717.0,-1.9158789,4.4967297361395174e-58,1.1140469485433439e-55
ENSMUSG00000040420,12728.5,-3.5652785,4.568106400997822e-58,1.1140469485433439e-55
ENSMUSG00000040929,13266.0,-2.0837648,9.776370225708904e-58,2.2439645071009493e-55
ENSMUSG00000030067,13494.0,-1.2988633,1.3488223316666223e-57,2.923947076757311e-55
ENSMUSG00000030546,352067.0,2.8530858,2.8897941545766496e-57,5.934724626925309e-55
ENSMUSG00000050447,14537.0,-1.8759414,5.850054205902708e-57,1.1413455755716183e-54
ENSMUSG00000020713,292050.0,3.8528376,6.547008474350834e-57,1.2164965269960454e-54
ENSMUSG00000062515,359978.0,2.1220071,8.450712762087985e-57,1.4988491453485144e-54
ENSMUSG00000053347,15762.0,-1.3935091,3.242783117762018e-56,5.501452054568432e-54
ENSMUSG00000035357,16131.0,-1.8641325,5.4196927031682145e-56,8.811517053234323e-54
ENSMUSG00000025255,16275.0,-1.0953913,6.620605409862956e-56,1.0302709176251871e-53
ENSMUSG00000057173,16351.5,-6.8970594,6.864952295811087e-56,1.0302709176251871e-53
ENSMUSG00000062209,16659.0,-1.0015613,1.128116730830953e-55,1.6303375865564368e-53
ENSMUSG00000029757,17008.0,-2.8526657,1.8293083881160144e-55,2.549271903724532e-53
ENSMUSG00000019899,17431.0,-0.8178829,3.2823737827139235e-55,4.41649051729301e-53
ENSMUSG00000026494,17635.0,-2.6219988,4.3493378866762196e-55,5.657038811270203e-53
ENSMUSG00000037016,18288.0,-1.3146857,1.0684682956849525e-54,1.3448913837944144e-52
ENSMUSG00000027201,18654.0,-1.5411735,1.7657120167758507e-54,2.1530650904560527e-52
ENSMUSG00000034751,19618.0,-1.6722355,6.597550851565855e-54,7.801104067518172e-52
ENSMUSG00000060988,19640.0,-2.96469,6.798197683633433e-54,7.80193157692284e-52
ENSMUSG00000099083,20193.0,-1.1912596,1.4433259421149418e-53,1.6091022360378582e-51
ENSMUSG00000057551,20315.0,-1.4362142,1.703560190052066e-53,1.8464699615508782e-51
ENSMUSG00000021765,20980.0,-3.734632,4.196674656883012e-53,4.4257904084209496e-51
ENSMUSG00000054423,21290.0,-2.0532775,6.381590497550588e-53,6.552885821432209e-51
ENSMUSG00000004633,21422.0,-1.5390476,7.62672226236976e-53,7.630633401991488e-51
ENSMUSG00000041923,21672.0,-1.6758597,1.0685286210386023e-52,1.0423496698231565e-50
ENSMUSG00000028399,21739.0,-0.9919712,1.1694972771942823e-52,1.1130191160029488e-50
ENSMUSG00000003279,21821.0,-1.5431713,1.3060813574420925e-52,1.2134117754140584e-50
ENSMUSG00000027009,21992.0,-2.1357725,1.644129437048573e-52,1.4919518752008215e-50
ENSMUSG00000055761,22123.0,-1.9410775,1.9608813069841517e-52,1.7389451954209454e-50
ENSMUSG00000023019,368862.0,1.9345607,2.4795783257248502e-52,2.1500699171063034e-50
ENSMUSG00000064179,22509.0,-1.0145249,3.2928908354027902e-52,2.793230443422106e-50
ENSMUSG00000066829,22619.0,-1.855378,3.816280455471918e-52,3.168324752606686e-50
ENSMUSG00000015843,22795.0,-1.2234926,4.831249447397417e-52,3.9274031966134833e-50
ENSMUSG00000041078,23046.0,-1.9566615,6.759941850385335e-52,5.383121040857873e-50
ENSMUSG00000071267,23180.0,-1.0554914,8.086092114760759e-52,6.310386286359297e-50
ENSMUSG00000031558,23324.0,-2.4839385,9.801075185850677e-52,7.498783406899871e-50
ENSMUSG00000035529,23358.0,-2.1872625,1.025234703178036e-51,7.662507011311371e-50
ENSMUSG00000033863,367389.0,2.0238802,1.0407813213723799e-51,7.662507011311371e-50
ENSMUSG00000037935,23490.0,-1.0848308,1.2231649752266179e-51,8.838499506174563e-50
ENSMUSG00000017421,24128.0,-1.060538,2.8602551211847883e-51,2.0292209968841897e-49
ENSMUSG00000039191,24193.0,-1.6646392,3.1182747573841286e-51,2.1727693041630127e-49
ENSMUSG00000055409,24260.0,-3.4040709,3.4085000888661196e-51,2.3333276046939647e-49
ENSMUSG00000095253,24359.0,-1.5392736,3.8872609757090383e-51,2.615188332278736e-49
ENSMUSG00000034981,24926.0,-1.8709409,8.240079952367516e-51,5.4496257583284824e-49
ENSMUSG00000020647,25009.0,-0.98597187,9.196123942162076e-51,5.980545937052737e-49
ENSMUSG00000055027,25552.0,-0.6812618,1.883323172550383e-50,1.1931133031265585e-48
