,0
Pmel,0.052181758
Tcf4,0.9221459
Gm2026,0.0
Sycn,0.0
Pirb,0.01874855
Hoxc5,0.31151512
Col25a1,0.73754084
Epsti1,0.032596227
5830411N06Rik,0.008292468
Lyz1,0.044332247
Pomc,0.04426127
Odam,0.0105218105
Mga,1.1403635
Fli1,0.74806887
Zfp930,0.73463386
Bmp6,0.10494465
Galnt18,0.25918067
Zbed4,0.68079025
Spic,0.03670329
Cxcl14,0.3338122
Mybpc3,0.042412464
Guca2a,0.023029488
Tcl1b1,0.010362782
Gm5483,0.016812349
Ms4a8a,0.014069243
C1qb,0.06456737
Olfr1056,0.0042058383
Zfp931,0.36460814
Irx1,0.28773916
Zfp956,0.54293853
Zfp715,0.5642099
Rgs7,0.14938249
Zfp688,0.18788251
Tbx19,0.020127375
Atf4,0.34042817
Zfp280d,1.2835423
Vmn1r71,0.0025962465
Cabs1,0.0012799888
Zscan4-ps3,0.0
Zfp13,0.29152328
Lama4,0.4140713
Pdgfd,0.6167846
Grid1,0.41824177
Sgcz,0.35435936
Zfp697,0.67944914
Cpb1,0.048439734
Gm29106,0.015362211
Slamf7,0.005727833
Egfr,0.6674197
Apod,0.32249895
Gm10778,0.3503909
Ush2a,0.15492181
Bcl2,0.79167765
Pde3a,0.83040035
Wdhd1,0.86063266
Egr2,0.016322877
Slc22a4,0.060513027
Trpm8,0.04991942
Arid4b,1.1905643
Zfp958,0.62877256
Kynu,0.16286667
Csde1,1.0445061
Isl1,0.35118854
Adnp,1.0741494
Hnf1a,0.027338931
Lmo7,0.5103899
Zfp541,0.04519994
Prdm5,0.9444096
A730036I17Rik,0.015554606
Oxgr1,0.08315067
Tg,0.061047327
Mpz,0.022706913
Lipk,0.010282618
Slc36a2,0.041290388
Col18a1,0.4055729
4933405E24Rik,0.028953148
Olfr1342,0.036736
Tfap2e,0.023358712
Fpr3,0.009179299
Gatad1,0.595947
Tulp2,0.18834057
Serpinf2,0.12748264
Zbtb32,0.03765789
Nfx1,0.896636
Pik3cd,0.1613941
Ctrb1,0.03552034
Mkx,0.58219486
Pla2r1,0.26028797
Mpl,0.049958788
Sgpp2,0.1591692
Fgf8,0.071785934
Slc17a6,0.19607195
Sp7,0.13518053
Zfp965,0.010913474
Rfx6,0.04105338
Kcnj6,0.07263263
Igll1,0.02049668
Prkcb,0.24873652
Mmp7,0.009436359
Zfp28,0.48272604
Tmtc1,0.5129801
Bclaf1,1.0398617
Cd86,0.025662456
Six5,0.3407373
Kcnh8,0.18140413
Nr1i3,0.023758613
Nkx2-4,0.0071354895
Mylk4,0.11200229
Gif,0.010680423
Gm4208,0.046810634
Zfp825,0.4837697
Sprr3,0.0057882955
Trdn,0.112993166
Synpo2l,0.13503815
Gm11375,0.06555751
Dbx1,0.089876905
Zfp784,0.20855604
Ano1,0.21652032
C1qtnf7,0.49111253
A830018L16Rik,0.5372838
Carhsp1,0.36800823
Dlx2,0.09832991
Zfp599,0.4680139
Myef2,1.0435323
Cfap43,0.5896426
Rcor1,0.96170473
Phox2a,0.056904446
Ctsk,0.29389727
Zfp629,0.32830372
Tet2,0.96742266
Zfp579,0.4140213
Ghr,0.8330953
Grid2,0.2529063
Hoxc6,0.20772646
Itgal,0.043382034
Aqp2,0.020874562
Crygn,0.0082067875
Muc5b,0.016685175
Zfp850,0.5743758
Myl1,0.23648262
Gm10770,0.0025780255
Irx6,0.05946162
Crem,0.7444098
Ccdc3,0.09193861
Postn,0.25918248
Nkx2-3,0.07480011
Rhbdl3,0.18516362
Klk10,0.019479485
Itgb2,0.015884733
Tmod1,0.07084481
Gm9946,0.014359169
Gm14393,0.08342937
Krt8,0.08368559
Fndc1,0.22359571
Alcam,0.71182305
Prdm1,0.17834398
B4galnt3,0.258883
5330413D20Rik,0.0018349907
Gm6020,0.008237064
Zfp970,0.415647
Adcy8,0.088748306
Gsc,0.14772601
Lyst,0.5922321
Ifi213,0.003440906
Tnni3k,0.036355793
Mast4,0.8028869
Prox1,0.2985052
Zfp773,0.11724269
Tmem132c,0.59168166
Tnnt1,0.1890645
Aldh3b3,0.009889371
Krt73,0.011264685
Cap2,0.4729295
Fos,0.076235406
Sorcs1,0.21305263
Slc7a14,0.059742253
Olfr653,0.007169893
